competition,event,race,code,position,nationality,time,crew
2016 World Rowing Cup I,M2-,Men's Pair - Final,FC,5,RUS2,06:50.9,"DROZHZHACHIKH, Rostislav; PSHENICHNIKOV, Yuriy"
2016 World Rowing Cup I,M2-,Men's Pair - Final,FC,6,TUR,00:00.0,"KAZAKLI, Onat; RAFAIL, Fuad"
2016 World Rowing Cup I,M2-,Men's Pair - Repechage,R1,1,ARG,06:30.4,"LASSERRE, Martin; MURILLO, Rodrigo"
2016 World Rowing Cup I,M2-,Men's Pair - Repechage,R1,2,RUS3,06:31.3,"STRADAEV, Alexandr; SHCHULEPOV, Grigorii"
2016 World Rowing Cup I,M2-,Men's Pair - Repechage,R1,3,GBR2,06:35.5,"COOK, Oliver; MCBRIERTY, Callum"
2016 World Rowing Cup I,M2-,Men's Pair - Repechage,R1,4,POL2,06:41.0,"ABLEWSKI, Ryszard; HOJKA, Piotr"
2016 World Rowing Cup I,M2-,Men's Pair - Repechage,R1,5,SLO,06:41.2,"ZUPAN, Ales; ZUPAN, Janez"
2016 World Rowing Cup I,M2-,Men's Pair - Repechage,R1,6,TUR,07:00.5,"KAZAKLI, Onat; RAFAIL, Fuad"
2016 World Rowing Cup I,M2-,Men's Pair - Repechage,R2,1,RUS1,06:31.1,"EFREMENKO, Georgij; PODSHIVALOV, Ivan"
2016 World Rowing Cup I,M2-,Men's Pair - Repechage,R2,2,POL1,06:33.1,"ZABLOCKI, Bartosz; HEJMEJ, Rafal"
2016 World Rowing Cup I,M2-,Men's Pair - Repechage,R2,3,CHI,06:34.5,"LEAL ATERO, Felipe; VASQUEZ OCHOA, Oscar"
2016 World Rowing Cup I,M2-,Men's Pair - Repechage,R2,4,FIN,06:37.3,"KILPELAEINEN, Antti; NAUKKARINEN, Joel"
2016 World Rowing Cup I,M2-,Men's Pair - Repechage,R2,5,NED2,06:42.5,"DE GROOT, Sjoerd; KNAB, Ruben"
2016 World Rowing Cup I,M2-,Men's Pair - Repechage,R2,6,RUS2,06:47.2,"DROZHZHACHIKH, Rostislav; PSHENICHNIKOV, Yuriy"
2016 World Rowing Cup I,M2-,Men's Pair - Semifinal,SA/B 1,1,NED1,06:24.2,"BRAAS, Roel; STEENMAN, Mitchel"
2016 World Rowing Cup I,M2-,Men's Pair - Semifinal,SA/B 1,2,RSA,06:26.7,"BRITTAIN, Lawrence; KEELING, Shaun"
2016 World Rowing Cup I,M2-,Men's Pair - Semifinal,SA/B 1,3,RUS1,06:29.1,"EFREMENKO, Georgij; PODSHIVALOV, Ivan"
2016 World Rowing Cup I,M2-,Men's Pair - Semifinal,SA/B 1,4,SRB,06:29.2,"BEDIK, Nenad; VASIC, Milos"
2016 World Rowing Cup I,M2-,Men's Pair - Semifinal,SA/B 1,5,RUS3,06:30.6,"STRADAEV, Alexandr; SHCHULEPOV, Grigorii"
2016 World Rowing Cup I,M2-,Men's Pair - Semifinal,SA/B 1,6,CHI,06:38.3,"LEAL ATERO, Felipe; VASQUEZ OCHOA, Oscar"
2016 World Rowing Cup I,M2-,Men's Pair - Semifinal,SA/B 2,1,GBR1,06:23.6,"REILLY-O'DONNELL, Nathaniel; TARRANT, Matthew"
2016 World Rowing Cup I,M2-,Men's Pair - Semifinal,SA/B 2,2,ITA1,06:29.7,"MORNATI, Niccolo; CAPELLI, Vincenzo"
2016 World Rowing Cup I,M2-,Men's Pair - Semifinal,SA/B 2,3,ESP,06:31.0,"SIGURBJONSSON BENET, Alexander; VELA MAGGI, Pau"
2016 World Rowing Cup I,M2-,Men's Pair - Semifinal,SA/B 2,4,ARG,06:31.4,"LASSERRE, Martin; MURILLO, Rodrigo"
2016 World Rowing Cup I,M2-,Men's Pair - Semifinal,SA/B 2,5,GBR2,06:36.8,"COOK, Oliver; MCBRIERTY, Callum"
2016 World Rowing Cup I,M2-,Men's Pair - Semifinal,SA/B 2,6,POL1,06:41.2,"ZABLOCKI, Bartosz; HEJMEJ, Rafal"
2016 World Rowing Cup I,M4x,Men's Quadruple Sculls - Heat,H1,1,RUS,05:42.1,"MORGACHEV, Nikita; KOSOV, Artem; RYABCEV, Vladislav; FEDOROVTSEV, Sergey"
2016 World Rowing Cup I,M4x,Men's Quadruple Sculls - Heat,H1,2,CAN,05:44.3,"BAHAIN, Julien; GIBSON, Robert Michael; DEAN, Will; LUSSIER, Pascal"
2016 World Rowing Cup I,M4x,Men's Quadruple Sculls - Heat,H1,3,POL,05:52.1,"BISKUP, Mateusz; RADOSZ, Dariusz; ZIETARSKI, Miroslaw; CHABEL, Wiktor"
2016 World Rowing Cup I,M4x,Men's Quadruple Sculls - Heat,H1,4,ITA2,06:09.7,"MORGANTI, Stefano; MUMOLO, Davide; LAINO, Alessandro; GARIBALDI, Federico"
2016 World Rowing Cup I,M4x,Men's Quadruple Sculls - Heat,H2,1,EST,05:50.2,"JAMSA, Andrei; RAJA, Allar; ENDREKSON, Tonu; TAIMSOO, Kaspar"
2016 World Rowing Cup I,M4x,Men's Quadruple Sculls - Heat,H2,2,ITA1,05:55.4,"CARDAIOLI, Francesco; SARTORI, Alessio; GENTILI, Giacomo; FIUME, Emanuele"
2016 World Rowing Cup I,M4x,Men's Quadruple Sculls - Heat,H2,3,NOR,05:57.3,"HOFF, Nils Jakob; BOEHN, Joakim; HELSETH, Martin; SOLBAKKEN, Erik"
2016 World Rowing Cup I,M4x,Men's Quadruple Sculls - Final,FA,1,RUS,06:02.2,"MORGACHEV, Nikita; KOSOV, Artem; RYABCEV, Vladislav; FEDOROVTSEV, Sergey"
2016 World Rowing Cup I,M4x,Men's Quadruple Sculls - Final,FA,2,CAN,06:04.9,"BAHAIN, Julien; GIBSON, Robert Michael; DEAN, Will; LUSSIER, Pascal"
2016 World Rowing Cup I,M4x,Men's Quadruple Sculls - Final,FA,3,POL,06:08.3,"BISKUP, Mateusz; RADOSZ, Dariusz; ZIETARSKI, Miroslaw; CHABEL, Wiktor"
2016 World Rowing Cup I,M4x,Men's Quadruple Sculls - Final,FA,4,EST,06:10.5,"JAMSA, Andrei; RAJA, Allar; ENDREKSON, Tonu; TAIMSOO, Kaspar"
2016 World Rowing Cup I,M4x,Men's Quadruple Sculls - Final,FA,5,ITA1,06:14.1,"BATTISTI, Romano; SARTORI, Alessio; GENTILI, Giacomo; CARDAIOLI, Francesco"
2016 World Rowing Cup I,M4x,Men's Quadruple Sculls - Final,FA,6,NOR,06:15.9,"HOFF, Nils Jakob; BOEHN, Joakim; HELSETH, Martin; SOLBAKKEN, Erik"
2016 World Rowing Cup I,M4x,Men's Quadruple Sculls - Repechage,R1,1,CAN,05:47.0,"BAHAIN, Julien; GIBSON, Robert Michael; DEAN, Will; LUSSIER, Pascal"
2016 World Rowing Cup I,M4x,Men's Quadruple Sculls - Repechage,R1,2,POL,05:47.9,"BISKUP, Mateusz; RADOSZ, Dariusz; ZIETARSKI, Miroslaw; CHABEL, Wiktor"
2016 World Rowing Cup I,M4x,Men's Quadruple Sculls - Repechage,R1,3,NOR,05:52.6,"HOFF, Nils Jakob; BOEHN, Joakim; HELSETH, Martin; SOLBAKKEN, Erik"
2016 World Rowing Cup I,M4x,Men's Quadruple Sculls - Repechage,R1,4,ITA1,05:52.8,"CARDAIOLI, Francesco; SARTORI, Alessio; GENTILI, Giacomo; FIUME, Emanuele"
2016 World Rowing Cup I,M4x,Men's Quadruple Sculls - Repechage,R1,5,ITA2,06:01.4,"GARIBALDI, Federico; MORGANTI, Stefano; LAINO, Alessandro; MUMOLO, Davide"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H1,1,NED,06:57.9,"BROENINK, Stefan"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H1,2,POL1,07:07.0,"WEGRZYCKI-SZYMCZYK, Natan"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H1,3,ARG,07:11.9,"ROSSO, Brian"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H1,4,ISR,07:15.4,"FRIDMAN, Dani"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H1,5,LAT2,07:24.1,"ZUNDE, Gints"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H1,6,ROU,07:25.9,"CIONCA, Adrian"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H2,1,CUB,06:55.1,"FOURNIER RODRIGUEZ, Angel"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H2,2,FIN,06:56.0,"VEN, Robert"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H2,3,SVK,07:26.2,"BABAC, Lukas"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H2,4,SLO,07:30.3,"FISTRAVEC, Gasper"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H2,5,ZIM,07:44.4,"COX, Stephen"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H2,6,BEN,07:45.7,"HINKATI, Privel"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H3,1,CRO,07:00.8,"MARTIN, Damir"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H3,2,SUI3,07:03.5,"KESSLER, Markus"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H3,3,USA,07:07.2,"GRAVES, Thomas"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H3,4,POL2,07:12.0,"WICENCIAK, Adam"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H3,5,TUN,07:12.2,"TAIEB, Mohamed"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H3,6,LBA,07:44.0,"GHAMBOUR, Alhussein"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H4,1,BEL,07:01.9,"OBRENO, Hannes"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H4,2,BLR,07:10.7,"SHCHARBACHENIA, Stanislau"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H4,3,LAT1,07:15.1,"ADAMAITIS, Dairis"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H4,4,MON,07:24.4,"ANTOGNELLI, Quentin"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H4,5,ESP,07:27.2,"TAFALLA SORIANO, Albert"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Heat,H4,6,CIV,07:54.3,"BOUEHI, Riccardo"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FA,1,CRO,07:10.2,"MARTIN, Damir"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FA,2,CUB,07:16.2,"FOURNIER RODRIGUEZ, Angel"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FA,3,BEL,07:17.4,"OBRENO, Hannes"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FA,4,FIN,07:19.5,"VEN, Robert"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FA,5,POL1,07:20.0,"WEGRZYCKI-SZYMCZYK, Natan"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FA,6,ISR,07:23.8,"FRIDMAN, Dani"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FB,1,BLR,07:16.7,"SHCHARBACHENIA, Stanislau"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FB,2,SUI3,07:24.5,"KESSLER, Markus"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FB,3,NED,07:26.2,"BROENINK, Stefan"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FB,4,ARG,07:26.4,"ROSSO, Brian"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FB,5,POL2,07:27.5,"WICENCIAK, Adam"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FB,6,SLO,07:40.7,"FISTRAVEC, Gasper"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FC,1,SVK,07:08.1,"BABAC, Lukas"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FC,2,LAT2,07:13.6,"ZUNDE, Gints"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FC,3,TUN,07:15.6,"TAIEB, Mohamed"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FC,4,ESP,07:17.4,"TAFALLA SORIANO, Albert"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FC,5,ROU,07:19.9,"CIONCA, Adrian"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FC,6,MON,07:21.9,"ANTOGNELLI, Quentin"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FD,1,LAT1,07:02.1,"ADAMAITIS, Dairis"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FD,2,USA,07:07.7,"GRAVES, Thomas"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FD,3,ZIM,07:37.1,"COX, Stephen"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FD,4,BEN,07:41.0,"HINKATI, Privel"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FD,5,LBA,07:42.4,"GHAMBOUR, Alhussein"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Final,FD,6,CIV,07:54.3,"BOUEHI, Riccardo"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Repechage,R1,1,BLR,06:54.9,"SHCHARBACHENIA, Stanislau"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Repechage,R1,2,SLO,06:57.3,"FISTRAVEC, Gasper"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Repechage,R1,3,LAT2,07:13.3,"ZUNDE, Gints"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Repechage,R1,4,USA,07:23.6,"GRAVES, Thomas"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Repechage,R1,5,CIV,07:44.7,"BOUEHI, Riccardo"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Repechage,R2,1,ISR,06:54.2,"FRIDMAN, Dani"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Repechage,R2,2,SUI3,06:55.0,"KESSLER, Markus"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Repechage,R2,3,SVK,06:56.5,"BABAC, Lukas"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Repechage,R2,4,ESP,07:17.1,"TAFALLA SORIANO, Albert"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Repechage,R2,5,LBA,07:37.3,"GHAMBOUR, Alhussein"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Repechage,R3,1,FIN,06:55.5,"VEN, Robert"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Repechage,R3,2,ARG,07:01.5,"ROSSO, Brian"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Repechage,R3,3,MON,07:03.8,"ANTOGNELLI, Quentin"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Repechage,R3,4,TUN,07:03.9,"TAIEB, Mohamed"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Repechage,R3,5,BEN,07:56.0,"HINKATI, Privel"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Repechage,R4,1,POL1,06:59.2,"WEGRZYCKI-SZYMCZYK, Natan"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Repechage,R4,2,POL2,07:11.4,"WICENCIAK, Adam"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Repechage,R4,3,ROU,07:15.0,"CIONCA, Adrian"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Repechage,R4,4,LAT1,07:25.7,"ADAMAITIS, Dairis"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Repechage,R4,5,ZIM,07:28.7,"COX, Stephen"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Semifinal,SA/B 1,1,CRO,06:48.4,"MARTIN, Damir"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Semifinal,SA/B 1,2,POL1,06:52.4,"WEGRZYCKI-SZYMCZYK, Natan"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Semifinal,SA/B 1,3,ISR,06:55.3,"FRIDMAN, Dani"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Semifinal,SA/B 1,4,ARG,07:04.3,"ROSSO, Brian"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Semifinal,SA/B 1,5,SLO,07:21.0,"FISTRAVEC, Gasper"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Semifinal,SA/B 1,6,NED,07:29.6,"BROENINK, Stefan"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Semifinal,SA/B 2,1,CUB,06:52.0,"FOURNIER RODRIGUEZ, Angel"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Semifinal,SA/B 2,2,FIN,06:53.4,"VEN, Robert"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Semifinal,SA/B 2,3,BEL,06:55.0,"OBRENO, Hannes"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Semifinal,SA/B 2,4,BLR,06:56.3,"SHCHARBACHENIA, Stanislau"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Semifinal,SA/B 2,5,POL2,06:59.2,"WICENCIAK, Adam"
2016 World Rowing Cup I,M1x,Men's Single Sculls - Semifinal,SA/B 2,6,SUI3,07:04.7,"KESSLER, Markus"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Heat,H1,1,ITA1,07:00.0,"SCHIAVONE, Laura; COLOMBO, Giada"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Heat,H1,2,CHN,07:00.9,"WANG, Jie; SHEN, Xiaoxing"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Heat,H1,3,DEN,07:02.2,"JAKOBSEN, Lisbet; HOLLENSEN, Nina"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Heat,H1,4,UKR,07:08.7,"KRAVCHENKO, Anna; DYMCHENKO, Diana"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Heat,H1,5,AUT,07:19.1,"FARTHOFER, Lisa; PLESS, Leonie"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Heat,H2,1,POL,06:57.8,"FULARCZYK, Magdalena; MADAJ, Natalia"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Heat,H2,2,NED,07:02.1,"SCHEENAARD, Lisa; OLDENBURG, Marloes"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Heat,H2,3,CHI,07:09.1,"JADUE ARRIAZA, Soraya; ABRAHAM, Antonia"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Heat,H2,4,FIN,07:09.3,"VARVIO, Ulla; KARPPINEN, Eeva"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Final,FA,1,POL,07:19.8,"FULARCZYK, Magdalena; MADAJ, Natalia"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Final,FA,2,NED,07:21.4,"SCHEENAARD, Lisa; OLDENBURG, Marloes"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Final,FA,3,DEN,07:25.5,"JAKOBSEN, Lisbet; HOLLENSEN, Nina"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Final,FA,4,FIN,07:26.9,"VARVIO, Ulla; KARPPINEN, Eeva"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Final,FA,5,ITA1,07:26.9,"SCHIAVONE, Laura; COLOMBO, Giada"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Final,FA,6,CHN,07:40.3,"WANG, Jie; SHEN, Xiaoxing"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Final,FB,1,UKR,07:27.7,"KRAVCHENKO, Anna; DYMCHENKO, Diana"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Final,FB,2,CHI,07:31.4,"JADUE ARRIAZA, Soraya; ABRAHAM, Antonia"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Final,FB,3,AUT,07:40.9,"FARTHOFER, Lisa; PLESS, Leonie"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Repechage,R1,1,DEN,06:54.5,"JAKOBSEN, Lisbet; HOLLENSEN, Nina"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Repechage,R1,2,FIN,06:55.7,"VARVIO, Ulla; KARPPINEN, Eeva"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Repechage,R1,3,CHI,07:00.2,"JADUE ARRIAZA, Soraya; ABRAHAM, Antonia"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Repechage,R1,4,UKR,07:01.6,"KRAVCHENKO, Anna; DYMCHENKO, Diana"
2016 World Rowing Cup I,W2x,Women's Double Sculls - Repechage,R1,5,AUT,07:07.2,"FARTHOFER, Lisa; PLESS, Leonie"
2016 World Rowing Cup I,W8+,Women's Eight - Final,FA,1,NED,06:22.4,"VAN DORP, Wianka; BELDERBOS, Claudia; RUSTENBURG, Lies; VAN VEEN, Jose; HOGERWERF, Elisabeth; SOUWER, Sophie; LANZ, Monica; VAN ROOIJEN, Olivia; NOORT, Ae-Ri"
2016 World Rowing Cup I,W8+,Women's Eight - Final,FA,2,CAN,06:22.6,"ROMAN, Lisa; NURSE, Cristy; MASTRACCI, Natalie; GRAINGER, Susanne; WILKINSON, Lauren; BRZOZOWICZ, Ashley; ROPER, Christine; VON SEYDLITZ-KURZBACH, Antje; THOMPSON-WILLIE, Lesley"
2016 World Rowing Cup I,W8+,Women's Eight - Final,FA,3,RUS,06:24.0,"KALINOVSKAYA, Julia; INOZEMTSEVA, Yulia; KARABELSHCHIKOVA, Anastasia; TIKHANOVA, Anastasia; LEBEDEVA, Elena; ORIABINSKAIA, Elena; POPOVA, Julia; FEDOROVA, Aleksandra; VOLKOVA, Ksenia"
2016 World Rowing Cup I,W8+,Women's Eight - Final,FA,4,GER,06:33.8,"SCHMIDT, Michaela; SCHUETTE, Ronja; WAERMER, Julia; SCHULTZE, Daniela; REINHARDT, Charlotte; KUEHNE, Lea-Kathleen; HANSEN, Melanie; HOEFFGEN, Alexandra; HILLEMANN, Larina"
2016 World Rowing Cup I,W2-,Women's Pair - Heat,H1,1,GER,07:23.1,"HARTMANN, Kerstin; MARCHAND, Kathrin"
2016 World Rowing Cup I,W2-,Women's Pair - Heat,H1,2,RUS1,07:24.5,"POTAPOVA, Ekaterina; KRASILNIKOVA, Maria"
2016 World Rowing Cup I,W2-,Women's Pair - Heat,H1,3,POL,07:25.1,"WIERZBOWSKA, Anna; WIERZBOWSKA, Maria"
2016 World Rowing Cup I,W2-,Women's Pair - Heat,H1,4,SRB2,07:41.3,"JOSIC, Ljiljana; OBRADOVIC, Iva"
2016 World Rowing Cup I,W2-,Women's Pair - Heat,H1,5,IRL,07:46.4,"KENNEDY, Leonora; O'BRIEN, Barbara"
2016 World Rowing Cup I,W2-,Women's Pair - Heat,H1,6,RUS2,07:58.4,"GORGODZE, Liana; GLAZKOVA, Ekaterina"
2016 World Rowing Cup I,W2-,Women's Pair - Heat,H2,1,RSA,07:12.4,"CHRISTOWITZ, Kate; PERSSE, Lee-Ann"
2016 World Rowing Cup I,W2-,Women's Pair - Heat,H2,2,ESP,07:16.5,"BOADA PEIRO, Anna; CID I, Aina"
2016 World Rowing Cup I,W2-,Women's Pair - Heat,H2,3,NED,07:30.4,"JORRITSMA, Aletta; BOERS, Heleen"
2016 World Rowing Cup I,W2-,Women's Pair - Heat,H2,4,ITA2,07:34.6,"PAPPALARDO, Carmela; SERAFINI, Ludovica"
2016 World Rowing Cup I,W2-,Women's Pair - Heat,H2,5,NOR,08:04.0,"STURE, Anna; INNTJORE, Hanna"
2016 World Rowing Cup I,W2-,Women's Pair - Heat,H3,1,ITA1,07:15.0,"PATELLI, Alessandra; BERTOLASI, Sara"
2016 World Rowing Cup I,W2-,Women's Pair - Heat,H3,2,SRB1,07:20.8,"ARSIC, Jovana; FILIPOVIC, Ivana"
2016 World Rowing Cup I,W2-,Women's Pair - Heat,H3,3,CAN,07:20.8,"MARTINS, Jennifer; FILMER, Caileigh"
2016 World Rowing Cup I,W2-,Women's Pair - Heat,H3,4,ARG,07:30.4,"ABALO, Maria Laura; FLEISCHMANN, Zoe"
2016 World Rowing Cup I,W2-,Women's Pair - Heat,H3,5,UKR,07:39.4,"NOVICHENKO, Svitlana; KONTSEVA, Anna"
2016 World Rowing Cup I,W2-,Women's Pair - Final,FA,1,RSA,07:32.0,"CHRISTOWITZ, Kate; PERSSE, Lee-Ann"
2016 World Rowing Cup I,W2-,Women's Pair - Final,FA,2,ITA1,07:35.1,"PATELLI, Alessandra; BERTOLASI, Sara"
2016 World Rowing Cup I,W2-,Women's Pair - Final,FA,3,ESP,07:39.5,"BOADA PEIRO, Anna; CID I, Aina"
2016 World Rowing Cup I,W2-,Women's Pair - Final,FA,4,GER,07:41.4,"HARTMANN, Kerstin; MARCHAND, Kathrin"
2016 World Rowing Cup I,W2-,Women's Pair - Final,FA,5,RUS1,07:47.4,"POTAPOVA, Ekaterina; KRASILNIKOVA, Maria"
2016 World Rowing Cup I,W2-,Women's Pair - Final,FA,6,ITA2,07:50.1,"PAPPALARDO, Carmela; SERAFINI, Ludovica"
2016 World Rowing Cup I,W2-,Women's Pair - Final,FB,1,CAN,07:39.5,"MARTINS, Jennifer; FILMER, Caileigh"
2016 World Rowing Cup I,W2-,Women's Pair - Final,FB,2,POL,07:39.7,"WIERZBOWSKA, Anna; WIERZBOWSKA, Maria"
2016 World Rowing Cup I,W2-,Women's Pair - Final,FB,3,SRB2,07:45.1,"JOSIC, Ljiljana; OBRADOVIC, Iva"
2016 World Rowing Cup I,W2-,Women's Pair - Final,FB,4,SRB1,07:45.3,"ARSIC, Jovana; FILIPOVIC, Ivana"
2016 World Rowing Cup I,W2-,Women's Pair - Final,FB,5,NED,07:49.0,"JORRITSMA, Aletta; BOERS, Heleen"
2016 World Rowing Cup I,W2-,Women's Pair - Final,FB,6,ARG,07:51.2,"ABALO, Maria; FLEISCHMANN, Zoe"
2016 World Rowing Cup I,W2-,Women's Pair - Final,FC,1,NOR,07:22.7,"STURE, Anna; INNTJORE, Hanna"
2016 World Rowing Cup I,W2-,Women's Pair - Final,FC,2,UKR,07:23.2,"NOVICHENKO, Svitlana; KONTSEVA, Anna"
2016 World Rowing Cup I,W2-,Women's Pair - Final,FC,3,IRL,07:33.1,"KENNEDY, Leonora; O'BRIEN, Barbara"
2016 World Rowing Cup I,W2-,Women's Pair - Final,FC,4,RUS2,07:49.5,"GORGODZE, Liana; GLAZKOVA, Ekaterina"
2016 World Rowing Cup I,W2-,Women's Pair - Repechage,R1,1,POL,07:12.4,"WIERZBOWSKA, Anna; WIERZBOWSKA, Maria"
2016 World Rowing Cup I,W2-,Women's Pair - Repechage,R1,2,ARG,07:15.6,"ABALO, Maria Laura; FLEISCHMANN, Zoe"
2016 World Rowing Cup I,W2-,Women's Pair - Repechage,R1,3,NED,07:16.8,"JORRITSMA, Aletta; BOERS, Heleen"
2016 World Rowing Cup I,W2-,Women's Pair - Repechage,R1,4,NOR,07:18.0,"STURE, Anna; INNTJORE, Hanna"
2016 World Rowing Cup I,W2-,Women's Pair - Repechage,R1,5,RUS2,07:35.5,"GORGODZE, Liana; GLAZKOVA, Ekaterina"
2016 World Rowing Cup I,W2-,Women's Pair - Repechage,R2,1,ITA2,07:03.3,"PAPPALARDO, Carmela; SERAFINI, Ludovica"
2016 World Rowing Cup I,W2-,Women's Pair - Repechage,R2,2,CAN,07:05.8,"MARTINS, Jennifer; FILMER, Caileigh"
2016 World Rowing Cup I,W2-,Women's Pair - Repechage,R2,3,SRB2,07:10.9,"JOSIC, Ljiljana; OBRADOVIC, Iva"
2016 World Rowing Cup I,W2-,Women's Pair - Repechage,R2,4,UKR,07:17.3,"NOVICHENKO, Svitlana; KONTSEVA, Anna"
