Name,Event Name,Date,Time,Level,Race Id,Athlete's Club,Entry Club,Place,Seat No.,Seat,Status,Adj. Time
"Cox, Marc",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Auriol Kensington,Auriol Kensington,3,4,4,Finished,6:04.625
"Ricklin, Rapha܂l",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Auriol Kensington,Auriol Kensington,3,5,5,Finished,6:04.625
"Mills, Simon",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Auriol Kensington,Auriol Kensington,3,6,6,Finished,6:04.625
"Albrecht, David",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Auriol Kensington,Auriol Kensington,3,7,7,Finished,6:04.625
"Manning, Rob",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Auriol Kensington,Auriol Kensington,3,8,Stroke,Finished,6:04.625
"Brailey, Philippa",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Exeter RC,Exeter RC,4,0,Coxswain,Finished,6:05.024
"Webber, Jonathan",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Exeter RC,Exeter RC,4,1,Bow,Finished,6:05.024
"Spink, Joesph",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Exeter RC,Exeter RC,4,2,2,Finished,6:05.024
"Corkery, Brendan",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Exeter RC,Exeter RC,4,3,3,Finished,6:05.024
"Stirling, Robin",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Exeter RC,Exeter RC,4,4,4,Finished,6:05.024
"Ord, David",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Exeter RC,Exeter RC,4,5,5,Finished,6:05.024
"Worthington, Marcus",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Exeter RC,Exeter RC,4,6,6,Finished,6:05.024
"Chrichard, Benjamin",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Exeter RC,Exeter RC,4,7,7,Finished,6:05.024
"Minchell, Paul",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Exeter RC,Exeter RC,4,8,Stroke,Finished,6:05.024
"Evans, Kate",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Lea RC,Lea RC,5,0,Coxswain,Finished,6:07.355
"Bowen, Ori",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Lea RC,Lea RC,5,1,Bow,Finished,6:07.355
"Gravenhorst, Nils",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Lea RC,Lea RC,5,2,2,Finished,6:07.355
"Draper, David",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Lea RC,Lea RC,5,3,3,Finished,6:07.355
"Whittal-Williams, Evan",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Lea RC,Lea RC,5,4,4,Finished,6:07.355
"Plumstead, David",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Lea RC,Lea RC,5,5,5,Finished,6:07.355
"Moore, Lloyd",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Lea RC,Lea RC,5,6,6,Finished,6:07.355
"Baxter, Tom",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Lea RC,Lea RC,5,7,7,Finished,6:07.355
"Yapp, James",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Lea RC,Lea RC,5,8,Stroke,Finished,6:07.355
"Gough, Kathryn Theresa",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,City of Bristol RC,City of Bristol RC,6,0,Coxswain,Finished,6:07.803
"Wiley, Jamie",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,City of Bristol RC,City of Bristol RC,6,1,Bow,Finished,6:07.803
"Holyoak, Luke",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,City of Bristol RC,City of Bristol RC,6,2,2,Finished,6:07.803
"Downey, M C",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,City of Bristol RC,City of Bristol RC,6,3,3,Finished,6:07.803
"Ter Hark, Alexander",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,City of Bristol RC,City of Bristol RC,6,4,4,Finished,6:07.803
"Wedd, Ben",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,City of Bristol RC,City of Bristol RC,6,5,5,Finished,6:07.803
"Weier, Sven",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,City of Bristol RC,City of Bristol RC,6,6,6,Finished,6:07.803
"Handford, Christopher",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,City of Bristol RC,City of Bristol RC,6,7,7,Finished,6:07.803
"Dallot, Victor",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,City of Bristol RC,City of Bristol RC,6,8,Stroke,Finished,6:07.803
"Lambie, James",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Sabrina,Sabrina,7,0,Coxswain,Finished,6:09.003
"Randall, Christian",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Sabrina,Sabrina,7,1,Bow,Finished,6:09.003
"Homden, Robert",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Sabrina,Sabrina,7,2,2,Finished,6:09.003
"Wood, Philip",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Sabrina,Sabrina,7,3,3,Finished,6:09.003
"Dick, Ian",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Sabrina,Sabrina,7,4,4,Finished,6:09.003
"Kynaston, James",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Sabrina,Sabrina,7,5,5,Finished,6:09.003
"Shropshire, Richard",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Sabrina,Sabrina,7,6,6,Finished,6:09.003
"Russell, James",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Sabrina,Sabrina,7,7,7,Finished,6:09.003
"Hagger, Allister",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Sabrina,Sabrina,7,8,Stroke,Finished,6:09.003
"Thorne, Tom",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Dart Totnes RC,Dart Totnes RC,8,0,Coxswain,Finished,6:11.320
"Todd, Lewis",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Dart Totnes RC,Dart Totnes RC,8,1,Bow,Finished,6:11.320
"Alberici, Daniel",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Dart Totnes RC,Dart Totnes RC,8,2,2,Finished,6:11.320
"Bryon-Edmond, Joe",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Dart Totnes RC,Dart Totnes RC,8,3,3,Finished,6:11.320
"Gore, Ben",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Dart Totnes RC,Dart Totnes RC,8,4,4,Finished,6:11.320
"Pettitt, Sam",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Dart Totnes RC,Dart Totnes RC,8,5,5,Finished,6:11.320
"Tooley, Meyrick",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Dart Totnes RC,Dart Totnes RC,8,6,6,Finished,6:11.320
"Ireland, Nick",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Dart Totnes RC,Dart Totnes RC,8,7,7,Finished,6:11.320
"Heming, Matthew",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Dart Totnes RC,Dart Totnes RC,8,8,Stroke,Finished,6:11.320
"Chapman, Annie",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Sons of the Thames,Sons of the Thames,9,0,Coxswain,Finished,6:30.873
"Greghni, Adam",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Sons of the Thames,Sons of the Thames,9,1,Bow,Finished,6:30.873
"Haeata, Sam",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Sons of the Thames,Sons of the Thames,9,2,2,Finished,6:30.873
"Young, Nicholas",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Sons of the Thames,Sons of the Thames,9,3,3,Finished,6:30.873
"Turner, Jason",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Sons of the Thames,Sons of the Thames,9,4,4,Finished,6:30.873
"Darby, Richard",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Sons of the Thames,Sons of the Thames,9,5,5,Finished,6:30.873
"Madakbas, Jan",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Sons of the Thames,Sons of the Thames,9,6,6,Finished,6:30.873
"Rasmussen, Erik",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Sons of the Thames,Sons of the Thames,9,7,7,Finished,6:30.873
"Thompson, David",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Sons of the Thames,Sons of the Thames,9,8,Stroke,Finished,6:30.873
"Johnson, Sarah",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Worcester RC,Worcester RC,10,0,Coxswain,Finished,6:38.241
"Pool, Oliver",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Worcester RC,Worcester RC,10,1,Bow,Finished,6:38.241
"Booth, Robin",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Worcester RC,Worcester RC,10,2,2,Finished,6:38.241
"Restall, Edward",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Worcester RC,Worcester RC,10,3,3,Finished,6:38.241
"Slimming, Will",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Worcester RC,Worcester RC,10,4,4,Finished,6:38.241
"Blyth, Michael",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Worcester RC,Worcester RC,10,5,5,Finished,6:38.241
"Williams, Adam",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Worcester RC,Worcester RC,10,6,6,Finished,6:38.241
"Crosby, Andrew",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Worcester RC,Worcester RC,10,7,7,Finished,6:38.241
"Tunnacliffe-Jones, Jack",IM3.8+ (Club),6/20/2015,8:30 AM,Time Trial,TT 1,Worcester RC,Worcester RC,10,8,Stroke,Finished,6:38.241
"Pettican, Andy",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Henley RC,Henley RC,0,1,Bow,DNS,
"Mitchell, Chris",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Henley RC,Henley RC,0,2,2,DNS,
"Admiraal, Stan Wouter",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Henley RC,Henley RC,0,3,3,DNS,
"Higginson, Matthew",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Henley RC,Henley RC,0,4,Stroke,DNS,
"Stewart, Will",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Molesey BC,Molesey BC,0,1,Bow,DNS,
"Ayres, Oliver",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Molesey BC,Molesey BC,0,2,2,DNS,
"Johnston, William",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Molesey BC,Molesey BC,0,3,3,DNS,
"Gowland, Luke",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Molesey BC,Molesey BC,0,4,Stroke,DNS,
"Muscroft, Robert",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Nottingham Univ,Nottingham Univ,1,1,Bow,Finished,6:15.425
"Budenberg, James",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Nottingham Univ,Nottingham Univ,1,2,2,Finished,6:15.425
"Fox, James",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Nottingham Univ,Nottingham Univ,1,3,3,Finished,6:15.425
"Giambrone, Adam",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Nottingham Univ,Nottingham Univ,1,4,Stroke,Finished,6:15.425
"Hayes, William",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Rob Roy,Rob Roy,2,1,Bow,Finished,6:17.148
"Owen, Chris",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Rob Roy,Rob Roy,2,2,2,Finished,6:17.148
"Clements, Thomas",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Rob Roy,Rob Roy,2,3,3,Finished,6:17.148
"Whetnall, Michael",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Rob Roy,Rob Roy,2,4,Stroke,Finished,6:17.148
"Bennett, Alexander",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Vesta RC,Vesta RC,3,1,Bow,Finished,6:18.627
"Iddenden, Trevor",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Vesta RC,Vesta RC,3,2,2,Finished,6:18.627
"Burton, James",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Vesta RC,Vesta RC,3,3,3,Finished,6:18.627
"Hynes, Robbie",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Vesta RC,Vesta RC,3,4,Stroke,Finished,6:18.627
"Byrne-Smith, Richard",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Ardingly,Ardingly,4,1,Bow,Finished,6:19.412
"Green, Elliot",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Ardingly,Ardingly,4,2,2,Finished,6:19.412
"Beedell, Harry",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Ardingly,Ardingly,4,3,3,Finished,6:19.412
"Wright, Adam",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Ardingly,Ardingly,4,4,Stroke,Finished,6:19.412
"Davies, Jon",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Hsbc RC,Hsbc RC,5,1,Bow,Finished,6:20.380
"Wall, William",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Hsbc RC,Hsbc RC,5,2,2,Finished,6:20.380
"Brown, James",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Hsbc RC,Hsbc RC,5,3,3,Finished,6:20.380
"Thomas, Max",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Hsbc RC,Hsbc RC,5,4,Stroke,Finished,6:20.380
"Marlow, Alex",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Maidstone Invicta,Maidstone Invicta,6,1,Bow,Finished,6:22.369
"McLarney, P M",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Maidstone Invicta,Maidstone Invicta,6,2,2,Finished,6:22.369
"Rackham, Chris",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Maidstone Invicta,Maidstone Invicta,6,3,3,Finished,6:22.369
"Finch, Ben",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Maidstone Invicta,Maidstone Invicta,6,4,Stroke,Finished,6:22.369
"Wilson, Angus",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Collingwood Coll,Collingwood Coll,7,1,Bow,Finished,6:24.262
"Ninham, Edward",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Collingwood Coll,Collingwood Coll,7,2,2,Finished,6:24.262
"Ballinger, Jack",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Collingwood Coll,Collingwood Coll,7,3,3,Finished,6:24.262
"Connell, Neil",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Collingwood Coll,Collingwood Coll,7,4,Stroke,Finished,6:24.262
"Amin, Basil",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Quintin BC,Quintin BC,8,1,Bow,Finished,6:27.922
"Knight, Marc",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Quintin BC,Quintin BC,8,2,2,Finished,6:27.922
"Good, Edward",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Quintin BC,Quintin BC,8,3,3,Finished,6:27.922
"Golding, Will",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Quintin BC,Quintin BC,8,4,Stroke,Finished,6:27.922
"Heade, Joseph",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Nottingham RC,Nottingham RC,9,1,Bow,Finished,6:28.236
"Hearnden, Max",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Nottingham RC,Nottingham RC,9,2,2,Finished,6:28.236
"Benton, Daniel",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Nottingham RC,Nottingham RC,9,3,3,Finished,6:28.236
"Piggott, Toby",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Nottingham RC,Nottingham RC,9,4,Stroke,Finished,6:28.236
"Dawe, William",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Swansea Univ RC,Swansea Univ RC,10,1,Bow,Finished,6:31.725
"Hoyle, Joshua",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Swansea Univ RC,Swansea Univ RC,10,2,2,Finished,6:31.725
"George, Henry",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Swansea Univ RC,Swansea Univ RC,10,3,3,Finished,6:31.725
"Hares, Edward",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Swansea Univ RC,Swansea Univ RC,10,4,Stroke,Finished,6:31.725
"Garrow, Jonathan",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Griffen BC,Griffen BC,11,1,Bow,Finished,6:31.911
"Moffatt, Nick",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Griffen BC,Griffen BC,11,2,2,Finished,6:31.911
"Stanier, James",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Griffen BC,Griffen BC,11,3,3,Finished,6:31.911
"Derrick, Luke",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Griffen BC,Griffen BC,11,4,Stroke,Finished,6:31.911
"Mould, Robin",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Molesey BC,Molesey BC,12,1,Bow,Finished,6:32.548
"Hurdiss, Elliot",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Molesey BC,Molesey BC,12,2,2,Finished,6:32.548
"Ellison, Cledwyn",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Molesey BC,Molesey BC,12,3,3,Finished,6:32.548
"Fearn, Robert",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Molesey BC,Molesey BC,12,4,Stroke,Finished,6:32.548
"Hewitt, Simon",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Bristol Ariel,Bristol Ariel,13,1,Bow,Finished,6:32.881
"Hutchings, Marcus",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Bristol Ariel,Bristol Ariel,13,2,2,Finished,6:32.881
"Baxter, Matthew",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Bristol Ariel,Bristol Ariel,13,3,3,Finished,6:32.881
"Turley, Fred",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Bristol Ariel,Bristol Ariel,13,4,Stroke,Finished,6:32.881
"Jones, Geraint",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Twickenham RC,Twickenham RC,14,1,Bow,Finished,6:37.133
"Bradley, Alistair",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Twickenham RC,Twickenham RC,14,2,2,Finished,6:37.133
"Parker, Stephen",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Twickenham RC,Twickenham RC,14,3,3,Finished,6:37.133
"Palmer, Philip",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Twickenham RC,Twickenham RC,14,4,Stroke,Finished,6:37.133
"Hudson, John Henry Erskine",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Exeter RC,Exeter RC,15,1,Bow,Finished,6:45.447
"Cope, Samuel",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Exeter RC,Exeter RC,15,2,2,Finished,6:45.447
"Pilkington, Freddy",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Exeter RC,Exeter RC,15,3,3,Finished,6:45.447
"Smith, Cameron",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Exeter RC,Exeter RC,15,4,Stroke,Finished,6:45.447
"Shawdon, James",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,London RC,London RC,16,1,Bow,Finished,6:46.092
"Hobson, George",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,London RC,London RC,16,2,2,Finished,6:46.092
"Chamev, Svetlin",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,London RC,London RC,16,3,3,Finished,6:46.092
"Boulton, Martin",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,London RC,London RC,16,4,Stroke,Finished,6:46.092
"Gurney, Adrian",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Eton Excelsior,Eton Excelsior,17,1,Bow,Finished,6:47.730
"McDiarmid, Kingsley",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Eton Excelsior,Eton Excelsior,17,2,2,Finished,6:47.730
"Durham, Michael",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Eton Excelsior,Eton Excelsior,17,3,3,Finished,6:47.730
"Walker, Josh",IM2.4-,6/20/2015,8:36 AM,Time Trial,TT 1,Eton Excelsior,Eton Excelsior,17,4,Stroke,Finished,6:47.730
"Willmington, Daniel",ELI.1x,6/20/2015,8:42 AM,Time Trial,TT 1,Exeter RC,Exeter RC,0,1,Sculler,DNS,
"Bugajski, Joshua",ELI.1x,6/20/2015,8:42 AM,Time Trial,TT 1,Isis,Isis,0,1,Sculler,DNS,
"Bell, Dave",ELI.1x,6/20/2015,8:42 AM,Time Trial,TT 1,Molesey BC,Molesey BC,0,1,Sculler,DNS,
"English, Anthony",ELI.1x,6/20/2015,8:42 AM,Time Trial,TT 1,Nottingham RC,Nottingham RC,0,1,Sculler,DNS,
"Goodier, Henry",ELI.1x,6/20/2015,8:42 AM,Time Trial,TT 1,Isis,Oxford Univ BC,0,1,Sculler,DNS,
"Clarke, Charles",ELI.1x,6/20/2015,8:42 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,0,1,Sculler,DNS,
"Clift, Daniel",ELI.1x,6/20/2015,8:42 AM,Time Trial,TT 1,Isle of Ely RC,Isle of Ely RC,1,1,Sculler,Finished,6:49.834
"Wells, Laurence",ELI.1x,6/20/2015,8:42 AM,Time Trial,TT 1,Army RC,Army RC,2,1,Sculler,Finished,6:53.841
"Lawrence, Michael",ELI.1x,6/20/2015,8:42 AM,Time Trial,TT 1,Quintin BC,Quintin BC,3,1,Sculler,Finished,6:53.888
"Read, David",ELI.1x,6/20/2015,8:42 AM,Time Trial,TT 1,Henley RC,Henley RC,4,1,Sculler,Finished,6:58.477
"Tuck, Sam",ELI.1x,6/20/2015,8:42 AM,Time Trial,TT 1,Durham Univ BC,Durham Univ BC,5,1,Sculler,Finished,7:01.717
"Evans, Donald",ELI.1x,6/20/2015,8:42 AM,Time Trial,TT 1,Leander,Leander,6,1,Sculler,Finished,7:01.856
"Pascovitch, Aaron",ELI.1x,6/20/2015,8:42 AM,Time Trial,TT 1,City of Bristol RC,City of Bristol RC,7,1,Sculler,Finished,7:04.934
"Cowley, Ashley",ELI.1x,6/20/2015,8:42 AM,Time Trial,TT 1,Newark RC,Newark RC,8,1,Sculler,Finished,7:22.033
"Clarke, James",SEN.4-,6/20/2015,8:46 AM,Time Trial,TT 1,Tyrian Club,Tyrian Club,1,1,Bow,Finished,6:02.400
