Name,Event Name,Date,Time,Level,Race Id,Athlete's Club,Entry Club,Place,Seat No.,Seat,Status,Adj. Time
"Avery, Daniel",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Thames RC,Thames RC,20,1,Bow,Finished,6:03.206
"Healy, Des",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Thames RC,Thames RC,20,2,2,Finished,6:03.206
"Buchanan, George",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Thames RC,Thames RC,20,3,3,Finished,6:03.206
"Shepherd, Chris",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Thames RC,Thames RC,20,4,4,Finished,6:03.206
"Wareham, Alex",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Thames RC,Thames RC,20,5,5,Finished,6:03.206
"Jordon, Andrew",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Thames RC,Thames RC,20,6,6,Finished,6:03.206
"Beard, Thomas",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Thames RC,Thames RC,20,7,7,Finished,6:03.206
"Shackleton, Hugo",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Thames RC,Thames RC,20,8,Stroke,Finished,6:03.206
"Preece, Freddie",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,21,0,Coxswain,Finished,6:04.823
"Crawshaw, Freddie",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,21,1,Bow,Finished,6:04.823
"Bonnefous, Ludovic",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,21,2,2,Finished,6:04.823
"Elkington, Nicholas",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,21,3,3,Finished,6:04.823
"Kinsella, Will",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,21,4,4,Finished,6:04.823
"Robinson, Freddie",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,21,5,5,Finished,6:04.823
"Nelson, William",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,21,6,6,Finished,6:04.823
"Oldroyd, Alexander",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,21,7,7,Finished,6:04.823
"Olsen, Victor",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Kings Coll Sch,Kings Coll Sch,21,8,Stroke,Finished,6:04.823
"Eden-Smith, Jessica",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Nonesuch BC,Nonesuch BC,22,0,Coxswain,Finished,6:05.023
"Beynon, Francis",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Nonesuch BC,Nonesuch BC,22,1,Bow,Finished,6:05.023
"Bathurst, Ben",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Nonesuch BC,Nonesuch BC,22,2,2,Finished,6:05.023
"Green, Frederick",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Nonesuch BC,Nonesuch BC,22,3,3,Finished,6:05.023
"Judd, Thomas Edward",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Nonesuch BC,Nonesuch BC,22,4,4,Finished,6:05.023
"McCann, Jonathan",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Nonesuch BC,Nonesuch BC,22,5,5,Finished,6:05.023
"Farr, Andrew",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Nonesuch BC,Nonesuch BC,22,6,6,Finished,6:05.023
"Cooper, H",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Nonesuch BC,Nonesuch BC,22,7,7,Finished,6:05.023
"MacKenzie, Adam S",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Nonesuch BC,Nonesuch BC,22,8,Stroke,Finished,6:05.023
"Fish, Tara",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,The Lawrenceville School (USA),The Lawrenceville School (USA),23,0,Coxswain,Finished,6:07.918
"Cummins, Tom",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,The Lawrenceville School (USA),The Lawrenceville School (USA),23,1,Bow,Finished,6:07.918
"Milkewski, Alexander",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,The Lawrenceville School (USA),The Lawrenceville School (USA),23,2,2,Finished,6:07.918
"Shorten, Daniel",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,The Lawrenceville School (USA),The Lawrenceville School (USA),23,3,3,Finished,6:07.918
"Paasche, David",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,The Lawrenceville School (USA),The Lawrenceville School (USA),23,4,4,Finished,6:07.918
"Dimchev, Ross",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,The Lawrenceville School (USA),The Lawrenceville School (USA),23,5,5,Finished,6:07.918
"Lewszyk, Konrad",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,The Lawrenceville School (USA),The Lawrenceville School (USA),23,6,6,Finished,6:07.918
"Gilman, Cliff",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,The Lawrenceville School (USA),The Lawrenceville School (USA),23,7,7,Finished,6:07.918
"England, Alexander",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,The Lawrenceville School (USA),The Lawrenceville School (USA),23,8,Stroke,Finished,6:07.918
"Huang, Arthur",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,St Pauls Sch BC,St Pauls Sch BC,24,0,Coxswain,Finished,6:08.899
"Trigle, Edward",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,St Pauls Sch BC,St Pauls Sch BC,24,1,Bow,Finished,6:08.899
"Harries, Lewis",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,St Pauls Sch BC,St Pauls Sch BC,24,2,2,Finished,6:08.899
"Ross, Alexander",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,St Pauls Sch BC,St Pauls Sch BC,24,3,3,Finished,6:08.899
"Lucas, James",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,St Pauls Sch BC,St Pauls Sch BC,24,4,4,Finished,6:08.899
"Turner, Sam",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,St Pauls Sch BC,St Pauls Sch BC,24,5,5,Finished,6:08.899
"Mitchell, Stephen",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,St Pauls Sch BC,St Pauls Sch BC,24,6,6,Finished,6:08.899
"Hill, Oliver",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,St Pauls Sch BC,St Pauls Sch BC,24,7,7,Finished,6:08.899
"Thorpe, Lachland",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,St Pauls Sch BC,St Pauls Sch BC,24,8,Stroke,Finished,6:08.899
"Butcher, Annabel",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Cambridge 99,Cambridge 99,25,0,Coxswain,Finished,6:10.712
"Flower, Edward",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Cambridge 99,Cambridge 99,25,1,Bow,Finished,6:10.712
"Kirkland, Richard",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Cambridge 99,Cambridge 99,25,2,2,Finished,6:10.712
"Champion, Michael",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Cambridge 99,Cambridge 99,25,3,3,Finished,6:10.712
"Brunton, Joe",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Cambridge 99,Cambridge 99,25,4,4,Finished,6:10.712
"Heyes, Matthew",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Cambridge 99,Cambridge 99,25,5,5,Finished,6:10.712
"Thorn, Nicholas",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Cambridge 99,Cambridge 99,25,6,6,Finished,6:10.712
"Guetard, Gael",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Cambridge 99,Cambridge 99,25,7,7,Finished,6:10.712
"Argyle, Ben",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Cambridge 99,Cambridge 99,25,8,Stroke,Finished,6:10.712
"Jones, Peter",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Putney Town RC,Putney Town RC,26,0,Coxswain,Finished,6:10.723
"Benton, Richard",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Putney Town RC,Putney Town RC,26,1,Bow,Finished,6:10.723
"Hickling, John",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Putney Town RC,Putney Town RC,26,2,2,Finished,6:10.723
"Watts, Jonathan",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Putney Town RC,Putney Town RC,26,3,3,Finished,6:10.723
"McLorn, Michael",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Putney Town RC,Putney Town RC,26,4,4,Finished,6:10.723
"Dennis, Peter",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Putney Town RC,Putney Town RC,26,5,5,Finished,6:10.723
"Martin, Cyrille",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Putney Town RC,Putney Town RC,26,6,6,Finished,6:10.723
"Galavotti, Giovanni",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Putney Town RC,Putney Town RC,26,7,7,Finished,6:10.723
"Blair, Robert",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Putney Town RC,Putney Town RC,26,8,Stroke,Finished,6:10.723
"Baxter, Emily",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Queens Coll (C),Queens Coll (C),27,0,Coxswain,Finished,6:12.345
"Chipping, Matthew",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Queens Coll (C),Queens Coll (C),27,1,Bow,Finished,6:12.345
"Dietert, Helge",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Queens Coll (C),Queens Coll (C),27,2,2,Finished,6:12.345
"Daubney, George",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Queens Coll (C),Queens Coll (C),27,3,3,Finished,6:12.345
"Cameron, George",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Queens Coll (C),Queens Coll (C),27,4,4,Finished,6:12.345
"Duncomb, Alex",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Queens Coll (C),Queens Coll (C),27,5,5,Finished,6:12.345
"Cathcart, Henry",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Queens Coll (C),Queens Coll (C),27,6,6,Finished,6:12.345
"Varley, Mark",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Queens Coll (C),Queens Coll (C),27,7,7,Finished,6:12.345
"Edgley, James",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Queens Coll (C),Queens Coll (C),27,8,Stroke,Finished,6:12.345
"Royston, Matthew",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Swansea Univ RC,Swansea Univ RC,28,0,Coxswain,Finished,6:12.534
"Protheroe, Harry",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Swansea Univ RC,Swansea Univ RC,28,1,Bow,Finished,6:12.534
"James, Daniel",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Swansea Univ RC,Swansea Univ RC,28,2,2,Finished,6:12.534
"Mortlock, Euan",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Swansea Univ RC,Swansea Univ RC,28,3,3,Finished,6:12.534
"Hoyle, Joshua",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Swansea Univ RC,Swansea Univ RC,28,4,4,Finished,6:12.534
"Bright, Dominic",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Swansea Univ RC,Swansea Univ RC,28,5,5,Finished,6:12.534
"Dawe, William",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Swansea Univ RC,Swansea Univ RC,28,6,6,Finished,6:12.534
"George, Henry",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Swansea Univ RC,Swansea Univ RC,28,7,7,Finished,6:12.534
"Hares, Edward",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Swansea Univ RC,Swansea Univ RC,28,8,Stroke,Finished,6:12.534
"Verey, J Adair",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Eton Coll,Eton Coll,29,0,Coxswain,Finished,6:13.804
"Harrison, James",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Eton Coll,Eton Coll,29,1,Bow,Finished,6:13.804
"Mombru, Adam",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Eton Coll,Eton Coll,29,2,2,Finished,6:13.804
"St Pier, Richard",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Eton Coll,Eton Coll,29,3,3,Finished,6:13.804
"Harriss, Seb",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Eton Coll,Eton Coll,29,4,4,Finished,6:13.804
"Seidler, Frederick",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Eton Coll,Eton Coll,29,5,5,Finished,6:13.804
"Rorke, Kuttel",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Eton Coll,Eton Coll,29,6,6,Finished,6:13.804
"Stanford, Francis",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Eton Coll,Eton Coll,29,7,7,Finished,6:13.804
"Sreekumar, Roshan",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Eton Coll,Eton Coll,29,8,Stroke,Finished,6:13.804
"Fu, Xing-Wu",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Fourth Military Medical Academy (China),Fourth Military Medical Academy (China),30,0,Coxswain,Finished,6:14.207
"Zhang, Yang",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Fourth Military Medical Academy (China),Fourth Military Medical Academy (China),30,1,Bow,Finished,6:14.207
"Zhou, Kai",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Fourth Military Medical Academy (China),Fourth Military Medical Academy (China),30,2,2,Finished,6:14.207
"Li, Bing-Yi",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Fourth Military Medical Academy (China),Fourth Military Medical Academy (China),30,3,3,Finished,6:14.207
"Wang, Wei",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Fourth Military Medical Academy (China),Fourth Military Medical Academy (China),30,4,4,Finished,6:14.207
"Zhao, Yan",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Fourth Military Medical Academy (China),Fourth Military Medical Academy (China),30,5,5,Finished,6:14.207
"Gui, Jia-Chen",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Fourth Military Medical Academy (China),Fourth Military Medical Academy (China),30,6,6,Finished,6:14.207
"Wu, Tao",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Fourth Military Medical Academy (China),Fourth Military Medical Academy (China),30,7,7,Finished,6:14.207
"Duo, Chen",IM2.8+,6/20/2015,9:54 AM,Time Trial,TT 1,Fourth Military Medical Academy (China),Fourth Military Medical Academy (China),30,8,Stroke,Finished,6:14.207
"Kozol, Jacob",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Philips Academy (USA),Philips Academy (USA),0,0,Coxswain,DNS,
"Lian, Tyler",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Philips Academy (USA),Philips Academy (USA),0,1,Bow,DNS,
"Cao, Alex",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Philips Academy (USA),Philips Academy (USA),0,2,2,DNS,
"Humphrey, William",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Philips Academy (USA),Philips Academy (USA),0,3,3,DNS,
"Liu, Zicong",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Philips Academy (USA),Philips Academy (USA),0,4,Stroke,DNS,
"Willetts, Eleanor",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Molesey BC,Molesey BC,1,0,Coxswain,Finished,6:13.275
"Warren, Andy",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Molesey BC,Molesey BC,1,1,Bow,Finished,6:13.275
"Rawlings, Lee",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Molesey BC,Molesey BC,1,2,2,Finished,6:13.275
"Vye, Samuel",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Molesey BC,Molesey BC,1,3,3,Finished,6:13.275
"Graham, Rupert",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Molesey BC,Molesey BC,1,4,Stroke,Finished,6:13.275
"Hing, Adele",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Kingston RC,Kingston RC,2,0,Coxswain,Finished,6:13.310
"Lee, Alastair",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Kingston RC,Kingston RC,2,1,Bow,Finished,6:13.310
"Ciccarelli, John",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Kingston RC,Kingston RC,2,2,2,Finished,6:13.310
"Marsden, James",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Kingston RC,Kingston RC,2,3,3,Finished,6:13.310
"Bedford-Payne, Hal",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Kingston RC,Kingston RC,2,4,Stroke,Finished,6:13.310
"Martin, R",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Vesta RC,Vesta RC,3,0,Coxswain,Finished,6:16.204
"Bond, Harry",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Vesta RC,Vesta RC,3,1,Bow,Finished,6:16.204
"Lear, Richard",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Vesta RC,Vesta RC,3,2,2,Finished,6:16.204
"Woodfine, Simon",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Vesta RC,Vesta RC,3,3,3,Finished,6:16.204
"Lindon, Patrick",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Vesta RC,Vesta RC,3,4,Stroke,Finished,6:16.204
"Watkins, Hannah",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Thames RC,Thames RC,4,0,Coxswain,Finished,6:19.054
"Turnbull, Nicholas",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Thames RC,Thames RC,4,1,Bow,Finished,6:19.054
"Herbert, Charles",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Thames RC,Thames RC,4,2,2,Finished,6:19.054
"Poor, Henry",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Thames RC,Thames RC,4,3,3,Finished,6:19.054
"Dorrance-King, Harry",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Thames RC,Thames RC,4,4,Stroke,Finished,6:19.054
"Horbach, Victoria",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Exeter Univ,Exeter Univ,5,0,Coxswain,Finished,6:20.448
"Douthwaite, Fionn",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Exeter Univ,Exeter Univ,5,1,Bow,Finished,6:20.448
"Brunold, Carlo",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Exeter Univ,Exeter Univ,5,2,2,Finished,6:20.448
"Westall, Rhys",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Exeter Univ,Exeter Univ,5,3,3,Finished,6:20.448
"Browne, Thomas",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Exeter Univ,Exeter Univ,5,4,Stroke,Finished,6:20.448
"Mather, Poppy",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Bristol Univ,Bristol Univ,6,0,Coxswain,Finished,6:22.788
"Foster, Nicholas",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Bristol Univ,Bristol Univ,6,1,Bow,Finished,6:22.788
"Heywood, Chris",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Bristol Univ,Bristol Univ,6,2,2,Finished,6:22.788
"Steventon, Alex",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Bristol Univ,Bristol Univ,6,3,3,Finished,6:22.788
"Holm, Andrew",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Bristol Univ,Bristol Univ,6,4,Stroke,Finished,6:22.788
"Wenyon, Alex",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Oxford Brookes Univ,Oxford Brookes Univ,7,0,Coxswain,Finished,6:23.401
"Murphy, Ben",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Oxford Brookes Univ,Oxford Brookes Univ,7,1,Bow,Finished,6:23.401
"Langton, Adam",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Oxford Brookes Univ,Oxford Brookes Univ,7,2,2,Finished,6:23.401
"Powell, James",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Oxford Brookes Univ,Oxford Brookes Univ,7,3,3,Finished,6:23.401
"Miller, Hamish",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Oxford Brookes Univ,Oxford Brookes Univ,7,4,Stroke,Finished,6:23.401
"Kernan, Natalie",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Warwick Univ,Warwick Univ,8,0,Coxswain,Finished,6:23.801
"McKay, Ryan",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Warwick Univ,Warwick Univ,8,1,Bow,Finished,6:23.801
"Holt, Nathan",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Warwick Univ,Warwick Univ,8,2,2,Finished,6:23.801
"McCaffery, Christian",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Warwick Univ,Warwick Univ,8,3,3,Finished,6:23.801
"Maus, Cyril",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Warwick Univ,Warwick Univ,8,4,Stroke,Finished,6:23.801
"Stokes, Rebecca",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Stratford-U-avon BC,Stratford-U-avon BC,9,0,Coxswain,Finished,6:31.294
"Jinks, Mark Anthony",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Stratford-U-avon BC,Stratford-U-avon BC,9,1,Bow,Finished,6:31.294
"Twiney, Ben",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Stratford-U-avon BC,Stratford-U-avon BC,9,2,2,Finished,6:31.294
"Reeder, James",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Stratford-U-avon BC,Stratford-U-avon BC,9,3,3,Finished,6:31.294
"Roe, James",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Stratford-U-avon BC,Stratford-U-avon BC,9,4,Stroke,Finished,6:31.294
"Hustler, Harriett",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Sudbury RC,Sudbury RC,10,0,Coxswain,Finished,6:33.703
"Cooper, Sam",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Sudbury RC,Sudbury RC,10,1,Bow,Finished,6:33.703
"Woodward, James",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Sudbury RC,Sudbury RC,10,2,2,Finished,6:33.703
"Hogsbjerg, Samuel",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Sudbury RC,Sudbury RC,10,3,3,Finished,6:33.703
"Brownell, James",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Sudbury RC,Sudbury RC,10,4,Stroke,Finished,6:33.703
"Searle, Beatrice",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,11,0,Coxswain,Finished,6:39.327
"Dowty, Andrew",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,11,1,Bow,Finished,6:39.327
"Holloway, Peter",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,11,2,2,Finished,6:39.327
"Jarvis, Aaron",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,11,3,3,Finished,6:39.327
"Leech, Robert",SEN.4+,6/20/2015,10:06 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,11,4,Stroke,Finished,6:39.327
"Alfille, Theo",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Emanuel Sch,Emanuel Sch,1,0,Coxswain,Finished,6:28.536
"Benton, Sam",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Emanuel Sch,Emanuel Sch,1,1,Bow,Finished,6:28.536
"Heanly, Kyal",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Emanuel Sch,Emanuel Sch,1,2,2,Finished,6:28.536
"Simpson, Xavier",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Emanuel Sch,Emanuel Sch,1,3,3,Finished,6:28.536
"Marjoram, Max",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Emanuel Sch,Emanuel Sch,1,4,4,Finished,6:28.536
"Hooley, Jake",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Emanuel Sch,Emanuel Sch,1,5,5,Finished,6:28.536
"Pauwels, Nicolas",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Emanuel Sch,Emanuel Sch,1,6,6,Finished,6:28.536
"Waters, Ollie",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Emanuel Sch,Emanuel Sch,1,7,7,Finished,6:28.536
"St Aubyn, Jake",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Emanuel Sch,Emanuel Sch,1,8,Stroke,Finished,6:28.536
"Stephens, Benjamin",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Bedford Sch,Bedford Sch,2,0,Coxswain,Finished,6:28.583
"Murphy, Jack",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Bedford Sch,Bedford Sch,2,1,Bow,Finished,6:28.583
"Tovey, Sol",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Bedford Sch,Bedford Sch,2,2,2,Finished,6:28.583
"Harry, Cave",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Bedford Sch,Bedford Sch,2,3,3,Finished,6:28.583
"Christian, Thomas",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Bedford Sch,Bedford Sch,2,4,4,Finished,6:28.583
"Churchill, Alexander",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Bedford Sch,Bedford Sch,2,5,5,Finished,6:28.583
"Sheridan, Connor",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Bedford Sch,Bedford Sch,2,6,6,Finished,6:28.583
"Graham, Oliver",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Bedford Sch,Bedford Sch,2,7,7,Finished,6:28.583
"Davies, Alexander",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Bedford Sch,Bedford Sch,2,8,Stroke,Finished,6:28.583
"Whinney, Lewis",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,3,0,Coxswain,Finished,6:37.990
"Concagh, John",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,3,1,Bow,Finished,6:37.990
"Whiu, Robert",J15B.8+,6/20/2015,10:14 AM,Time Trial,TT 1,Dulwich Coll,Dulwich Coll,3,2,2,Finished,6:37.990
