Name,Event Name,Date,Time,Level,Race Id,Athlete's Club,Entry Club,Place,Seat No.,Seat,Status,Adj. Time
"Wiseman, Philippa",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,London RC,London RC,0,0,Coxswain,Finished,
"Shawdon, James",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,London RC,London RC,0,1,Bow,Finished,
"Young, Federico",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,London RC,London RC,0,2,2,Finished,
"Chamev, Svetlin",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,London RC,London RC,0,3,3,Finished,
"Boulton, Martin",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,London RC,London RC,0,4,4,Finished,
"Barton, Wayne",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,London RC,London RC,0,5,5,Finished,
"Lageri-Schmidt Jensen, Stefan",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,London RC,London RC,0,6,6,Finished,
"Mortby, Paul",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,London RC,London RC,0,7,7,Finished,
"Eaton, James",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,London RC,London RC,0,8,Stroke,Finished,
"Barker, Rachel",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Thames RC,Thames RC,1,0,Coxswain,Finished,05:51.3
"Santoro, Massimo",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Thames RC,Thames RC,1,1,Bow,Finished,05:51.3
"Curry, Andrew",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Thames RC,Thames RC,1,2,2,Finished,05:51.3
"Yates, David",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Thames RC,Thames RC,1,3,3,Finished,05:51.3
"Devries, Bryan",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Thames RC,Thames RC,1,4,4,Finished,05:51.3
"Kemmis Betty, Alexander",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Thames RC,Thames RC,1,5,5,Finished,05:51.3
"Brooke, Matthew",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Thames RC,Thames RC,1,6,6,Finished,05:51.3
"Bull, John",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Thames RC,Thames RC,1,7,7,Finished,05:51.3
"Blake, Alex",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Thames RC,Thames RC,1,8,Stroke,Finished,05:51.3
"Broad, Ismene",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Worcester RC,Worcester RC,2,0,Coxswain,Finished,06:04.1
"Restall, Edward",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Worcester RC,Worcester RC,2,1,Bow,Finished,06:04.1
"Pool, Oliver",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Worcester RC,Worcester RC,2,2,2,Finished,06:04.1
"Booth, Robin",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Worcester RC,Worcester RC,2,3,3,Finished,06:04.1
"Somers, Robin",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Worcester RC,Worcester RC,2,4,4,Finished,06:04.1
"Pain, Ashley",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Worcester RC,Worcester RC,2,5,5,Finished,06:04.1
"Primarolo, Henry",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Worcester RC,Worcester RC,2,6,6,Finished,06:04.1
"Slimming, Will",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Worcester RC,Worcester RC,2,7,7,Finished,06:04.1
"Bradley, Damien",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Worcester RC,Worcester RC,2,8,Stroke,Finished,06:04.1
"McWilliam, Alice",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Cambridge City RC,Cambridge City RC,3,0,Coxswain,Finished,06:04.2
"Dinse, Hannes",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Cambridge City RC,Cambridge City RC,3,1,Bow,Finished,06:04.2
"Hunter, Evan",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Cambridge City RC,Cambridge City RC,3,2,2,Finished,06:04.2
"Swift, Oscar",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Cambridge City RC,Cambridge City RC,3,3,3,Finished,06:04.2
"Mac Donnchadha, Colm",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Cambridge City RC,Cambridge City RC,3,4,4,Finished,06:04.2
"Croft, Duncan",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Cambridge City RC,Cambridge City RC,3,5,5,Finished,06:04.2
"Watt, Tom",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Cambridge City RC,Cambridge City RC,3,6,6,Finished,06:04.2
"Baverel, Paul",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Cambridge City RC,Cambridge City RC,3,7,7,Finished,06:04.2
"Shadbolt, Thomas",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Cambridge City RC,Cambridge City RC,3,8,Stroke,Finished,06:04.2
"Bell, Jessica",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Lea RC,Lea RC,4,0,Coxswain,Finished,06:11.0
"Bowen, Ori",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Lea RC,Lea RC,4,1,Bow,Finished,06:11.0
"Williams, David",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Lea RC,Lea RC,4,2,2,Finished,06:11.0
"Orme, Timothy",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Lea RC,Lea RC,4,3,3,Finished,06:11.0
"Dunkley, Andrew",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Lea RC,Lea RC,4,4,4,Finished,06:11.0
"Crilly, Joe",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Lea RC,Lea RC,4,5,5,Finished,06:11.0
"Bell, Junayd",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Lea RC,Lea RC,4,6,6,Finished,06:11.0
"Beverton, Max James",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Lea RC,Lea RC,4,7,7,Finished,06:11.0
"Thomas, Matt",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Lea RC,Lea RC,4,8,Stroke,Finished,06:11.0
"Chandler, Charlotte",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Bedford RC,Bedford RC,5,0,Coxswain,Finished,06:18.3
"Evans, Michael",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Bedford RC,Bedford RC,5,1,Bow,Finished,06:18.3
"King, Ryan",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Bedford RC,Bedford RC,5,2,2,Finished,06:18.3
"Harris, Joshua",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Bedford RC,Bedford RC,5,3,3,Finished,06:18.3
"Elliott, George",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Bedford RC,Bedford RC,5,4,4,Finished,06:18.3
"Baker, Sam",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Bedford RC,Bedford RC,5,5,5,Finished,06:18.3
"Lee, Jacob",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Bedford RC,Bedford RC,5,6,6,Finished,06:18.3
"Farley, Matthew",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Bedford RC,Bedford RC,5,7,7,Finished,06:18.3
"Vincent, Jonti",IM3.8+ Club Crews,6/21/2014,8:30 AM,Time Trial,TT 1,Bedford RC,Bedford RC,5,8,Stroke,Finished,06:18.3
"Godinho, Manuel",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,London RC,London RC,0,1,Bow,Finished,
"Walker, Joseph",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,London RC,London RC,0,2,2,Finished,
"Mend‹_‹¤a, Salvador",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,London RC,London RC,0,3,3,Finished,
"Fraser, Richard",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,London RC,London RC,0,4,Stroke,Finished,
"Lockwood, Thomas",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Molesey BC,Molesey BC,0,1,Bow,Finished,
"Ellison, Cledwyn",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Molesey BC,Molesey BC,0,2,2,Finished,
"Schofield, Jack",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Molesey BC,Molesey BC,0,3,3,Finished,
"Seaman, Joseph",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Molesey BC,Molesey BC,0,4,Stroke,Finished,
"Anstiss, Benjamin",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Vesta RC,Vesta RC,1,1,Bow,Finished,06:23.8
"Linn, Christopher",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Vesta RC,Vesta RC,1,2,2,Finished,06:23.8
"Turner, Adrian",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Vesta RC,Vesta RC,1,3,3,Finished,06:23.8
"Goulden, Richard Bevan",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Vesta RC,Vesta RC,1,4,Stroke,Finished,06:23.8
"Knight, Marc",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Quintin BC,Quintin BC,2,1,Bow,Finished,06:24.6
"Moneley, Sean",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Quintin BC,Quintin BC,2,2,2,Finished,06:24.6
"Chalupczak, Jakub",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Quintin BC,Quintin BC,2,3,3,Finished,06:24.6
"Denley, Matthew",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Quintin BC,Quintin BC,2,4,Stroke,Finished,06:24.6
"Foster, Matthew",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Hsbc RC,Hsbc RC,3,1,Bow,Finished,06:25.1
"Law, David",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Hsbc RC,Hsbc RC,3,2,2,Finished,06:25.1
"Davies, Jon",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Hsbc RC,Hsbc RC,3,3,3,Finished,06:25.1
"Thomas, Max",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Hsbc RC,Hsbc RC,3,4,Stroke,Finished,06:25.1
"Hazell, Louis",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Radley College,Radley College,4,1,Bow,Finished,06:26.0
"Rowse, Miles",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Radley College,Radley College,4,2,2,Finished,06:26.0
"Perry, Oscar",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Radley College,Radley College,4,3,3,Finished,06:26.0
"Brocklebank-Fowler, James",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Radley College,Radley College,4,4,Stroke,Finished,06:26.0
"Ogunyoye, Dimeji",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,5,1,Bow,Finished,06:27.8
"Cross, Frank",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,5,2,2,Finished,06:27.8
"Savage, P",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,5,3,3,Finished,06:27.8
"Garrod, Aran",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,5,4,Stroke,Finished,06:27.8
"Moran, Lewis",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Northampton RC,Northampton RC,6,1,Bow,Finished,06:28.0
"Barford, Liam",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Northampton RC,Northampton RC,6,2,2,Finished,06:28.0
"Ray, Richard",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Northampton RC,Northampton RC,6,3,3,Finished,06:28.0
"Tobin, Lloyd",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Northampton RC,Northampton RC,6,4,Stroke,Finished,06:28.0
"Moriarty, John",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Cantabrigian,Cantabrigian,7,1,Bow,Finished,06:28.3
"Kirk, Simon",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Cantabrigian,Cantabrigian,7,2,2,Finished,06:28.3
"Chamley, Damien",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Cantabrigian,Cantabrigian,7,3,3,Finished,06:28.3
"Price, J E N",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Cantabrigian,Cantabrigian,7,4,Stroke,Finished,06:28.3
"Baxter, Matthew",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Bristol Ariel,Bristol Ariel,8,1,Bow,Finished,06:30.4
"Garrow, Jonathan",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Bristol Ariel,Bristol Ariel,8,2,2,Finished,06:30.4
"Gorman, Liam",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Bristol Ariel,Bristol Ariel,8,3,3,Finished,06:30.4
"Hutchings, Marcus",IM2.4-,6/21/2014,8:32 AM,Time Trial,TT 1,Bristol Ariel,Bristol Ariel,8,4,Stroke,Finished,06:30.4
"White, Hugh",ELI.1x,6/21/2014,8:35 AM,Time Trial,TT 1,Windsor Boys Sch,Windsor Boys Sch,0,1,Sculler,Finished,
"White, James",ELI.1x,6/21/2014,8:35 AM,Time Trial,TT 1,Windsor Boys Sch,Windsor Boys Sch,0,1,Sculler,Finished,
"Bedford, Matthew",ELI.1x,6/21/2014,8:35 AM,Time Trial,TT 1,Univ of London BC,Univ of London BC,1,1,Sculler,Finished,06:49.3
"Bugajski, Joshua",ELI.1x,6/21/2014,8:35 AM,Time Trial,TT 1,Leander,Leander,2,1,Sculler,Finished,06:51.7
"Revell, Christopher",ELI.1x,6/21/2014,8:35 AM,Time Trial,TT 1,Rob Roy,Rob Roy,3,1,Sculler,Finished,06:55.6
"Carter, Thomas",ELI.1x,6/21/2014,8:35 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,4,1,Sculler,Finished,06:57.4
"Brown, Andrew",ELI.1x,6/21/2014,8:35 AM,Time Trial,TT 1,Durham Univ BC,Durham Univ BC,5,1,Sculler,Finished,06:58.2
"Wells, Laurence",ELI.1x,6/21/2014,8:35 AM,Time Trial,TT 1,Thames RC,Thames RC,6,1,Sculler,Finished,06:58.3
"Hazine, Ertan",ELI.1x,6/21/2014,8:35 AM,Time Trial,TT 1,Kingston RC,Kingston RC,7,1,Sculler,Finished,06:59.0
"Tatlock, Matthew",ELI.1x,6/21/2014,8:35 AM,Time Trial,TT 1,Leander,Leander,8,1,Sculler,Finished,07:00.3
"Wilson, Gary",ELI.1x,6/21/2014,8:35 AM,Time Trial,TT 1,Aberdeen BC,Aberdeen BC,9,1,Sculler,Finished,07:06.5
"Wilkie, Shaqeel",ELI.1x,6/21/2014,8:35 AM,Time Trial,TT 1,Rondebosch RC,Rondebosch RC,10,1,Sculler,Finished,07:34.7
"Douglass, Alastair",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Molesey BC,Molesey BC,0,1,Bow,Finished,
"Tarrant, Elliot",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Molesey BC,Molesey BC,0,2,2,Finished,
"Gregory, Alistair",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Molesey BC,Molesey BC,0,3,3,Finished,
"Thorpe, Lewis",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Molesey BC,Molesey BC,0,4,Stroke,Finished,
"O Reilly, Nathan",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,0,1,Bow,Finished,
"Heap, Stuart",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,0,2,2,Finished,
"Fields, William",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,0,3,3,Finished,
"Lodygowski, Adam",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,0,4,Stroke,Finished,
"Butler, Joshua",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Elizabethan BC,Elizabethan BC,1,1,Bow,Finished,05:55.8
"Goodier, Henry",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Elizabethan BC,Elizabethan BC,1,2,2,Finished,05:55.8
"Bradbury, George",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Elizabethan BC,Elizabethan BC,1,3,3,Finished,05:55.8
"Vystavel, Frederic",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Elizabethan BC,Elizabethan BC,1,4,Stroke,Finished,05:55.8
"Beech, Lewis",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,2,1,Bow,Finished,05:57.5
"Couldwell, Edward James",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,2,2,2,Finished,05:57.5
"Perry, Joe",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,2,3,3,Finished,05:57.5
"Nagi, Michael",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,2,4,Stroke,Finished,05:57.5
"Maxfield, Luke",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Oxford Brookes Univ,Oxford Brookes Univ,3,1,Bow,Finished,05:58.3
"Wray, Matthew",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Oxford Brookes Univ,Oxford Brookes Univ,3,2,2,Finished,05:58.3
"Glover, Michael",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Oxford Brookes Univ,Oxford Brookes Univ,3,3,3,Finished,05:58.3
"Bolding, Morgan",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Oxford Brookes Univ,Oxford Brookes Univ,3,4,Stroke,Finished,05:58.3
"Maitland, Ashley James",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,London RC,London RC,4,1,Bow,Finished,06:00.6
"Morgan, Andrew",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,London RC,London RC,4,2,2,Finished,06:00.6
"Franchini, Matteo",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,London RC,London RC,4,3,3,Finished,06:00.6
"Warner, Jasper",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,London RC,London RC,4,4,Stroke,Finished,06:00.6
"Lee, Oliver",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Agecroft,Agecroft,5,1,Bow,Finished,06:00.9
"Ford, Edward",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Agecroft,Agecroft,5,2,2,Finished,06:00.9
"Robinson, Will",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Agecroft,Agecroft,5,3,3,Finished,06:00.9
"Ford, John",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Agecroft,Agecroft,5,4,Stroke,Finished,06:00.9
"Fisher, Edward",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Nottingham RC,Nottingham RC,6,1,Bow,Finished,06:02.8
"Gray, Kenneth",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Nottingham RC,Nottingham RC,6,2,2,Finished,06:02.8
"Swanson, Callan",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Nottingham RC,Nottingham RC,6,3,3,Finished,06:02.8
"Watkins, Alex",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Nottingham RC,Nottingham RC,6,4,Stroke,Finished,06:02.8
"Ringer, I",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,7,1,Bow,Finished,06:04.3
"Couch, Ian",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,7,2,2,Finished,06:04.3
"Manning, Laurence",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,7,3,3,Finished,06:04.3
"Thompson, Jack",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,7,4,Stroke,Finished,06:04.3
"Callow, Christopher",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Lady Rohesia BC,Lady Rohesia BC,8,1,Bow,Finished,06:05.8
"Grant-Jones, J",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Lady Rohesia BC,Lady Rohesia BC,8,2,2,Finished,06:05.8
"Brown, Ali",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Lady Rohesia BC,Lady Rohesia BC,8,3,3,Finished,06:05.8
"Sweeting, Thomas William",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Lady Rohesia BC,Lady Rohesia BC,8,4,Stroke,Finished,06:05.8
"Kelly, Aodh‹Án",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Quintin BC,Quintin BC,9,1,Bow,Finished,06:06.8
"Keane, Paul",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Quintin BC,Quintin BC,9,2,2,Finished,06:06.8
"Williams, Robert",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Quintin BC,Quintin BC,9,3,3,Finished,06:06.8
"McDonald, Eoin",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Quintin BC,Quintin BC,9,4,Stroke,Finished,06:06.8
"Butler, Sam",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Star Club,Star Club,10,1,Bow,Finished,06:07.5
"Durrant, Tom",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Star Club,Star Club,10,2,2,Finished,06:07.5
"Ruta, Michael",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Star Club,Star Club,10,3,3,Finished,06:07.5
"Mulkerrins, Lloyd",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Star Club,Star Club,10,4,Stroke,Finished,06:07.5
"McCoriston, Ross",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Maidenhead RC,Maidenhead RC,11,1,Bow,Finished,06:12.0
"Wallis Caddell, Tim",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Maidenhead RC,Maidenhead RC,11,2,2,Finished,06:12.0
"Hares, Rob",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Maidenhead RC,Maidenhead RC,11,3,3,Finished,06:12.0
"Hanson, James",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Maidenhead RC,Maidenhead RC,11,4,Stroke,Finished,06:12.0
"Lindon, Patrick",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Thames RC,Thames RC,12,1,Bow,Finished,06:14.1
"Downey, William",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Thames RC,Thames RC,12,2,2,Finished,06:14.1
"Palmer, James",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Thames RC,Thames RC,12,3,3,Finished,06:14.1
"Hardy, William",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Thames RC,Thames RC,12,4,Stroke,Finished,06:14.1
"Wildy, Alex",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,City of Bristol RC,City of Bristol RC,13,1,Bow,Finished,06:17.1
"Wadsworth, James",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,City of Bristol RC,City of Bristol RC,13,2,2,Finished,06:17.1
"Gaspar, Alexander",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,City of Bristol RC,City of Bristol RC,13,3,3,Finished,06:17.1
"Butler, Alexander",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,City of Bristol RC,City of Bristol RC,13,4,Stroke,Finished,06:17.1
"Wrafter, Jamieson",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Raf,Raf,14,1,Bow,Finished,06:33.3
"Ablard, Glenn",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Raf,Raf,14,2,2,Finished,06:33.3
"Merchant, David",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Raf,Raf,14,3,3,Finished,06:33.3
"Smith, Mark",SEN.4-,6/21/2014,8:40 AM,Time Trial,TT 1,Raf,Raf,14,4,Stroke,Finished,06:33.3
"Quiney, Timothy",J16.8+,6/21/2014,8:44 AM,Time Trial,TT 1,Kings Sch Worcs,Kings Sch Worcs,1,0,Coxswain,Finished,06:25.4
"Underwood, Matthew",J16.8+,6/21/2014,8:44 AM,Time Trial,TT 1,Kings Sch Worcs,Kings Sch Worcs,1,1,Bow,Finished,06:25.4
"Copeland, Ollie",J16.8+,6/21/2014,8:44 AM,Time Trial,TT 1,Kings Sch Worcs,Kings Sch Worcs,1,2,2,Finished,06:25.4
"Blasedale, Jacob",J16.8+,6/21/2014,8:44 AM,Time Trial,TT 1,Kings Sch Worcs,Kings Sch Worcs,1,3,3,Finished,06:25.4
"Welch, Jack",J16.8+,6/21/2014,8:44 AM,Time Trial,TT 1,Kings Sch Worcs,Kings Sch Worcs,1,4,4,Finished,06:25.4
"Campion, Henry",J16.8+,6/21/2014,8:44 AM,Time Trial,TT 1,Kings Sch Worcs,Kings Sch Worcs,1,5,5,Finished,06:25.4
"Beever, Theo",J16.8+,6/21/2014,8:44 AM,Time Trial,TT 1,Kings Sch Worcs,Kings Sch Worcs,1,6,6,Finished,06:25.4
"Foster, Ben",J16.8+,6/21/2014,8:44 AM,Time Trial,TT 1,Kings Sch Worcs,Kings Sch Worcs,1,7,7,Finished,06:25.4
"Harrison, Tom",J16.8+,6/21/2014,8:44 AM,Time Trial,TT 1,Kings Sch Worcs,Kings Sch Worcs,1,8,Stroke,Finished,06:25.4
"Thorpe, Liam",J16.8+,6/21/2014,8:44 AM,Time Trial,TT 1,Sir W Borlase s GS BC,Sir W Borlase s GS BC,2,0,Coxswain,Finished,06:26.3
"Bownass, Benjamin",J16.8+,6/21/2014,8:44 AM,Time Trial,TT 1,Sir W Borlase s GS BC,Sir W Borlase s GS BC,2,1,Bow,Finished,06:26.3
"Watson, Joel",J16.8+,6/21/2014,8:44 AM,Time Trial,TT 1,Sir W Borlase s GS BC,Sir W Borlase s GS BC,2,2,2,Finished,06:26.3
"Manthorpe, Henry",J16.8+,6/21/2014,8:44 AM,Time Trial,TT 1,Sir W Borlase s GS BC,Sir W Borlase s GS BC,2,3,3,Finished,06:26.3
"Spicer, Alexander",J16.8+,6/21/2014,8:44 AM,Time Trial,TT 1,Sir W Borlase s GS BC,Sir W Borlase s GS BC,2,4,4,Finished,06:26.3
