Name,Event Name,Date,Time,Level,Race Id,Athlete's Club,Entry Club,Place,Seat No.,Seat,Status,Adj. Time
"Westfold, Jamie-Jack",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Gt Marlow Sch,Gt Marlow Sch,22,8,Stroke,Finished,05:54.7
"O Keefe, Calum",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Sheffield Univ,Sheffield Univ,23,2,2,Finished,05:55.1
"Schofield, Robbie",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Sheffield Univ,Sheffield Univ,23,3,3,Finished,05:55.1
"Fox, Louis",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Sheffield Univ,Sheffield Univ,23,4,4,Finished,05:55.1
"Brewin, Edward",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Sheffield Univ,Sheffield Univ,23,5,5,Finished,05:55.1
"Palmer, James",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Sheffield Univ,Sheffield Univ,23,6,6,Finished,05:55.1
"Tredget, Daniel",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Sheffield Univ,Sheffield Univ,23,7,7,Finished,05:55.1
"Vuylsteke, Adrian",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Sheffield Univ,Sheffield Univ,23,1,Bow,Finished,05:55.1
"Patel, Yash",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Sheffield Univ,Sheffield Univ,23,0,Coxswain,Finished,05:55.1
"Fantham, Tom",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Sheffield Univ,Sheffield Univ,23,8,Stroke,Finished,05:55.1
"Treager, Flynn",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Latymer Upper Sch,Latymer Upper Sch,24,2,2,Finished,05:55.5
"Ward, Ethan",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Latymer Upper Sch,Latymer Upper Sch,24,3,3,Finished,05:55.5
"McChesney, Oliver",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Latymer Upper Sch,Latymer Upper Sch,24,4,4,Finished,05:55.5
"Mayhew, Nicholas",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Latymer Upper Sch,Latymer Upper Sch,24,5,5,Finished,05:55.5
"Rogers, Arthur",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Latymer Upper Sch,Latymer Upper Sch,24,6,6,Finished,05:55.5
"Casson, Rupert",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Latymer Upper Sch,Latymer Upper Sch,24,7,7,Finished,05:55.5
"Phelps, James",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Latymer Upper Sch,Latymer Upper Sch,24,1,Bow,Finished,05:55.5
"Michie, Caspar",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Latymer Upper Sch,Latymer Upper Sch,24,0,Coxswain,Finished,05:55.5
"Phelps, Thomas",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Latymer Upper Sch,Latymer Upper Sch,24,8,Stroke,Finished,05:55.5
"Curry, Andrew",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Thames RC,Thames RC,25,2,2,Finished,05:57.3
"Porter, David",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Thames RC,Thames RC,25,3,3,Finished,05:57.3
"Shackleton, Hugo",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Thames RC,Thames RC,25,4,4,Finished,05:57.3
"Youell, Zack",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Thames RC,Thames RC,25,5,5,Finished,05:57.3
"Davison, Alexander",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Thames RC,Thames RC,25,6,6,Finished,05:57.3
"Ryan, Stephen",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Thames RC,Thames RC,25,7,7,Finished,05:57.3
"Bull, John",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Thames RC,Thames RC,25,1,Bow,Finished,05:57.3
"Vowles, Lesley",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Thames RC,Thames RC,25,0,Coxswain,Finished,05:57.3
"Hardy, William",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Thames RC,Thames RC,25,8,Stroke,Finished,05:57.3
"Cary, Joe",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Vesta RC,Vesta RC,26,2,2,Finished,06:00.2
"Brown, Jonathan",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Vesta RC,Vesta RC,26,3,3,Finished,06:00.2
"Jenkins, Tom",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Vesta RC,Vesta RC,26,4,4,Finished,06:00.2
"Pearson, William",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Vesta RC,Vesta RC,26,5,5,Finished,06:00.2
"Fane-Gladwin, William",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Vesta RC,Vesta RC,26,6,6,Finished,06:00.2
"Radcke, Sven",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Vesta RC,Vesta RC,26,7,7,Finished,06:00.2
"Gorman, Liam",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Vesta RC,Vesta RC,26,1,Bow,Finished,06:00.2
"Loweth, Michael",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Vesta RC,Vesta RC,26,0,Coxswain,Finished,06:00.2
"Turner, Adrian",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Vesta RC,Vesta RC,26,8,Stroke,Finished,06:00.2
"Harrison, Matt",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Millfield,Millfield,27,2,2,Finished,06:00.9
"Dun, James",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Millfield,Millfield,27,3,3,Finished,06:00.9
"Powlesland, Rupert",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Millfield,Millfield,27,4,4,Finished,06:00.9
"Jones, Robert",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Millfield,Millfield,27,5,5,Finished,06:00.9
"Firth, Jack",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Millfield,Millfield,27,6,6,Finished,06:00.9
"Mallett, Ben",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Millfield,Millfield,27,7,7,Finished,06:00.9
"Wilson, Lucas",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Millfield,Millfield,27,1,Bow,Finished,06:00.9
"Kramer, Dylan",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Millfield,Millfield,27,0,Coxswain,Finished,06:00.9
"Stevens, Tom",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Millfield,Millfield,27,8,Stroke,Finished,06:00.9
"Casey, Samuel",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,28,2,2,Finished,06:01.5
"Bracher, Fergus",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,28,3,3,Finished,06:01.5
"Johnson, Edward",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,28,4,4,Finished,06:01.5
"Irving, William",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,28,5,5,Finished,06:01.5
"Liddington, Alexander Thomas",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,28,6,6,Finished,06:01.5
"Spencer, Alex",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,28,7,7,Finished,06:01.5
"Smith, Jack",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,28,1,Bow,Finished,06:01.5
"Taylor, Hannah",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,28,0,Coxswain,Finished,06:01.5
"Anslow-Wilson, Anthony",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,28,8,Stroke,Finished,06:01.5
"Lynch, Brendan",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,"McCallie Sch, Usa","McCallie Sch, Usa",29,2,2,Finished,06:02.3
"Pedigo, Phillip",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,"McCallie Sch, Usa","McCallie Sch, Usa",29,3,3,Finished,06:02.3
"Wagnon, Hunter",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,"McCallie Sch, Usa","McCallie Sch, Usa",29,4,4,Finished,06:02.3
"Kalinowski, Michael",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,"McCallie Sch, Usa","McCallie Sch, Usa",29,5,5,Finished,06:02.3
"Nelson, Bailey",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,"McCallie Sch, Usa","McCallie Sch, Usa",29,6,6,Finished,06:02.3
"Moore, Jackson",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,"McCallie Sch, Usa","McCallie Sch, Usa",29,7,7,Finished,06:02.3
"Hale, James",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,"McCallie Sch, Usa","McCallie Sch, Usa",29,1,Bow,Finished,06:02.3
"Naik, Shalin",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,"McCallie Sch, Usa","McCallie Sch, Usa",29,0,Coxswain,Finished,06:02.3
"Cummings, Andrew",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,"McCallie Sch, Usa","McCallie Sch, Usa",29,8,Stroke,Finished,06:02.3
"Hartwell, Rob",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Royal Shrewsbury Sch,Royal Shrewsbury Sch,30,2,2,Finished,06:05.7
"Hickey, Donald",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Royal Shrewsbury Sch,Royal Shrewsbury Sch,30,3,3,Finished,06:05.7
"Watkins, Nick",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Royal Shrewsbury Sch,Royal Shrewsbury Sch,30,4,4,Finished,06:05.7
"King, Alexander",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Royal Shrewsbury Sch,Royal Shrewsbury Sch,30,5,5,Finished,06:05.7
"Lyster-Binns, Alex",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Royal Shrewsbury Sch,Royal Shrewsbury Sch,30,6,6,Finished,06:05.7
"Farrow, Matthew",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Royal Shrewsbury Sch,Royal Shrewsbury Sch,30,7,7,Finished,06:05.7
"Jones, Ben",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Royal Shrewsbury Sch,Royal Shrewsbury Sch,30,1,Bow,Finished,06:05.7
"Rooney, Imogen",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Royal Shrewsbury Sch,Royal Shrewsbury Sch,30,0,Coxswain,Finished,06:05.7
"Hedges, Matthew",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Royal Shrewsbury Sch,Royal Shrewsbury Sch,30,8,Stroke,Finished,06:05.7
"O Neill, Stephen",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Edinburgh Univ BC,Edinburgh Univ BC,31,2,2,Finished,06:06.9
"Walker, James",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Edinburgh Univ BC,Edinburgh Univ BC,31,3,3,Finished,06:06.9
"Heggie, Steven",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Edinburgh Univ BC,Edinburgh Univ BC,31,4,4,Finished,06:06.9
"Duncan, William",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Edinburgh Univ BC,Edinburgh Univ BC,31,5,5,Finished,06:06.9
"Price, Rowan",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Edinburgh Univ BC,Edinburgh Univ BC,31,6,6,Finished,06:06.9
"Parker, Keir",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Edinburgh Univ BC,Edinburgh Univ BC,31,7,7,Finished,06:06.9
"McLeod, David",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Edinburgh Univ BC,Edinburgh Univ BC,31,1,Bow,Finished,06:06.9
"Mao, Flora",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Edinburgh Univ BC,Edinburgh Univ BC,31,0,Coxswain,Finished,06:06.9
"Gibbs, William",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Edinburgh Univ BC,Edinburgh Univ BC,31,8,Stroke,Finished,06:06.9
"Yarwood, Marcus",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Curlew,Curlew,32,2,2,Finished,06:09.6
"Scott, Michael",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Curlew,Curlew,32,3,3,Finished,06:09.6
"Fisk, Peter",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Curlew,Curlew,32,4,4,Finished,06:09.6
"Bramley, Scott",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Curlew,Curlew,32,5,5,Finished,06:09.6
"McPhee, Sam",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Curlew,Curlew,32,6,6,Finished,06:09.6
"Stewart, John",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Curlew,Curlew,32,7,7,Finished,06:09.6
"Middleton, Jonathan",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Curlew,Curlew,32,1,Bow,Finished,06:09.6
"Marshall, Isy",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Curlew,Curlew,32,0,Coxswain,Finished,06:09.6
"Weekes, T",IM2.8+,18/06/2016,10:20 AM,Time Trial,TT 1,Curlew,Curlew,32,8,Stroke,Finished,06:09.6
"Dixon, Toby",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Lea RC,Lea RC,0,2,2,DNS,
"Daniels, Jonathan",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Lea RC,Lea RC,0,3,3,DNS,
"Perren, Tobias",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Lea RC,Lea RC,0,1,Bow,DNS,
"Bell, Jessica",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Lea RC,Lea RC,0,0,Coxswain,DNS,
"Brewer, Anthony",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Lea RC,Lea RC,0,4,Stroke,DNS,
"Carlton, Ayrton",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Nottingham RC,Nottingham RC,1,2,2,Finished,06:18.6
"Okon, Jon",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Nottingham RC,Nottingham RC,1,3,3,Finished,06:18.6
"Hird, Martin",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Nottingham RC,Nottingham RC,1,1,Bow,Finished,06:18.6
"Lawton, Sophie",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Nottingham RC,Nottingham RC,1,0,Coxswain,Finished,06:18.6
"Wright, Adam",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Nottingham RC,Nottingham RC,1,4,Stroke,Finished,06:18.6
"Chung, Thomas Edward",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,2,2,2,Finished,06:19.8
"Jonas, Marcus",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,2,3,3,Finished,06:19.8
"Beckett, Edward",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,2,1,Bow,Finished,06:19.8
"MacPhee, Ruaridh",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,2,0,Coxswain,Finished,06:19.8
"Bond, Thomas",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Tideway Scullers,Tideway Scullers,2,4,Stroke,Finished,06:19.8
"Johnson, Benjamin",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,York City,York City,3,2,2,Finished,06:21.1
"Bollans, Benjamin",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,York City,York City,3,3,3,Finished,06:21.1
"Lewis, Daniel",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,York City,York City,3,1,Bow,Finished,06:21.1
"Hawkyard, Louise",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,York City,York City,3,0,Coxswain,Finished,06:21.1
"Campbell, Gavin",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,York City,York City,3,4,Stroke,Finished,06:21.1
"Miller, Hamish",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,4,2,2,Finished,06:21.4
"Jarvis, Aaron",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,4,3,3,Finished,06:21.4
"Richards, Jacob",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,4,1,Bow,Finished,06:21.4
"Searle, Beatrice",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,4,0,Coxswain,Finished,06:21.4
"Kirkbride, James",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Upper Thames RC,Upper Thames RC,4,4,Stroke,Finished,06:21.4
"Robson, James",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,5,2,2,Finished,07:05.7
"Haynes, Alexander",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,5,3,3,Finished,07:05.7
"New, William",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,5,1,Bow,Finished,07:05.7
"McRoberts, Calum",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,5,0,Coxswain,Finished,07:05.7
"Knight, Oliver",SEN.4+,18/06/2016,10:30 AM,Time Trial,TT 1,Newcastle Univ,Newcastle Univ,5,4,Stroke,Finished,07:05.7
"Strudwick, Thomas",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Marlow RC,Marlow RC,1,2,2,Finished,05:49.6
"Simon, Ben",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Marlow RC,Marlow RC,1,3,3,Finished,05:49.6
"Long, Sam",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Marlow RC,Marlow RC,1,1,Bow,Finished,05:49.6
"Cooper, John",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Marlow RC,Marlow RC,1,4,Stroke,Finished,05:49.6
"Urquhart, Callum",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Glasgow Schools RA,Glasgow Schools RA,2,2,2,Finished,05:49.8
"O Neil, Ben",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Glasgow Schools RA,Glasgow Schools RA,2,3,3,Finished,05:49.8
"Morrison, Ryan",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Glasgow Schools RA,Glasgow Schools RA,2,1,Bow,Finished,05:49.8
"Armstrong, Joshua",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Glasgow Schools RA,Glasgow Schools RA,2,4,Stroke,Finished,05:49.8
"Holt, Benjamin",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Leander,Leander,3,2,2,Finished,05:50.3
"Mortimer, Thomas",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Leander,Leander,3,3,3,Finished,05:50.3
"Placidi, Thomas",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Leander,Leander,3,1,Bow,Finished,05:50.3
"Forsythe, Cameron",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Leander,Leander,3,4,Stroke,Finished,05:50.3
"Dudley, Kevin",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Northwich RC,Northwich RC,4,2,2,Finished,05:52.0
"Taylor, Harry",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Northwich RC,Northwich RC,4,3,3,Finished,05:52.0
"Murphy, Greg",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Northwich RC,Northwich RC,4,1,Bow,Finished,05:52.0
"Lawton, George",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Northwich RC,Northwich RC,4,4,Stroke,Finished,05:52.0
"Kemp, Elliott",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Maidenhead RC,Maidenhead RC,5,2,2,Finished,05:53.3
"Marshall, Edoardo",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Maidenhead RC,Maidenhead RC,5,3,3,Finished,05:53.3
"O Mahony, Sean",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Maidenhead RC,Maidenhead RC,5,1,Bow,Finished,05:53.3
"Kleshnev, Victor",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Maidenhead RC,Maidenhead RC,5,4,Stroke,Finished,05:53.3
"Sudlow, James",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Abingdon Sch,Abingdon Sch,6,2,2,Finished,05:53.9
"Harris, Robert",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Abingdon Sch,Abingdon Sch,6,3,3,Finished,05:53.9
"Teece, Adam",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Abingdon Sch,Abingdon Sch,6,1,Bow,Finished,05:53.9
"Digby, Tom",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Abingdon Sch,Abingdon Sch,6,4,Stroke,Finished,05:53.9
"Smith, Kieran",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Bedford Modern Sch,Bedford Modern Sch,7,2,2,Finished,05:57.1
"Ventisei, Alex",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Bedford Modern Sch,Bedford Modern Sch,7,3,3,Finished,05:57.1
"Kavanagh, Sam",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Bedford Modern Sch,Bedford Modern Sch,7,1,Bow,Finished,05:57.1
"Wilson, Jake",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Bedford Modern Sch,Bedford Modern Sch,7,4,Stroke,Finished,05:57.1
"Smith, Thomas",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Windsor Boys Sch,Windsor Boys Sch,8,2,2,Finished,05:58.9
"Ellery, Bryn",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Windsor Boys Sch,Windsor Boys Sch,8,3,3,Finished,05:58.9
"Oliver, Harrison",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Windsor Boys Sch,Windsor Boys Sch,8,1,Bow,Finished,05:58.9
"Smith, Arthur",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Windsor Boys Sch,Windsor Boys Sch,8,4,Stroke,Finished,05:58.9
"Fellows, George",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Kingston RC,Kingston RC,9,2,2,Finished,06:01.5
"Christie, Cameron",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Kingston RC,Kingston RC,9,3,3,Finished,06:01.5
"Walker, Harry",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Kingston RC,Kingston RC,9,1,Bow,Finished,06:01.5
"Burrows, Joshua",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Kingston RC,Kingston RC,9,4,Stroke,Finished,06:01.5
"Tilt, Rufus",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Kings Sch Worcs,Kings Sch Worcs,10,2,2,Finished,06:02.0
"Robins, James",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Kings Sch Worcs,Kings Sch Worcs,10,3,3,Finished,06:02.0
"Beever, Theo",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Kings Sch Worcs,Kings Sch Worcs,10,1,Bow,Finished,06:02.0
"Beattie, James",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Kings Sch Worcs,Kings Sch Worcs,10,4,Stroke,Finished,06:02.0
"Hardy, Matthew",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Molesey BC,Molesey BC,11,2,2,Finished,06:02.1
"Greig, Jake",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Molesey BC,Molesey BC,11,3,3,Finished,06:02.1
"Cowie, Scott",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Molesey BC,Molesey BC,11,1,Bow,Finished,06:02.1
"Gowland, Daniel",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Molesey BC,Molesey BC,11,4,Stroke,Finished,06:02.1
"Butcher, Hadley",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Star & Arrow,Star & Arrow,12,2,2,Finished,06:02.2
"Few, David",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Star & Arrow,Star & Arrow,12,3,3,Finished,06:02.2
"Golawski, Piotr",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Star & Arrow,Star & Arrow,12,1,Bow,Finished,06:02.2
"Ballinger, Tom",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Star & Arrow,Star & Arrow,12,4,Stroke,Finished,06:02.2
"Sullivan, Callum",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Globe,Globe,13,2,2,Finished,06:03.2
"Offiler, Jake",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Globe,Globe,13,3,3,Finished,06:03.2
"Baker, Sam",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Globe,Globe,13,1,Bow,Finished,06:03.2
"Martinez, Matthew",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Globe,Globe,13,4,Stroke,Finished,06:03.2
"Kelly, Alexander",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Thames RC,Thames RC,14,2,2,Finished,06:04.0
"Bryan-Isaacs, Chris",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Thames RC,Thames RC,14,3,3,Finished,06:04.0
"Beaty, Fred",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Thames RC,Thames RC,14,1,Bow,Finished,06:04.0
"Tyrie, Sebastien",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,Thames RC,Thames RC,14,4,Stroke,Finished,06:04.0
"O Connor, Ethan",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,RGS High Wycombe,RGS High Wycombe,15,2,2,Finished,06:05.0
"Williams, Sam",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,RGS High Wycombe,RGS High Wycombe,15,3,3,Finished,06:05.0
"Beagles, James",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,RGS High Wycombe,RGS High Wycombe,15,1,Bow,Finished,06:05.0
"Davison, Nicholas",J18A.4x-,18/06/2016,10:34 AM,Time Trial,TT 1,RGS High Wycombe,RGS High Wycombe,15,4,Stroke,Finished,06:05.0
