Name,Event Name,Date,Time,Level,Race Id,Athlete's Club,Entry Club,Place,Seat No.,Seat,Status,Adj. Time
"Jenkins, T.",IM2.4-,6/15/2013,8:40 AM,Heats,Heat 1,Broxbourne RC,Broxbourne RC,2,3,3,Finished,6:44.731
"Turnbull, C.",IM2.4-,6/15/2013,8:40 AM,Heats,Heat 1,Broxbourne RC,Broxbourne RC,2,4,Stroke,Finished,6:44.731
"Williams, J.",IM2.4-,6/15/2013,8:40 AM,Heats,Heat 1,Gloucester RC,Gloucester RC,3,1,Bow,Finished,6:51.387
"Bird, J.",IM2.4-,6/15/2013,8:40 AM,Heats,Heat 1,Gloucester RC,Gloucester RC,3,2,2,Finished,6:51.387
"Barnett, T.",IM2.4-,6/15/2013,8:40 AM,Heats,Heat 1,Gloucester RC,Gloucester RC,3,3,3,Finished,6:51.387
"Rodford, B.",IM2.4-,6/15/2013,8:40 AM,Heats,Heat 1,Gloucester RC,Gloucester RC,3,4,Stroke,Finished,6:51.387
"Whateley, T.",IM2.4-,6/15/2013,8:40 AM,Heats,Heat 1,London RC,London RC,4,1,Bow,Finished,7:22.059
"Schmidt, P.",IM2.4-,6/15/2013,8:40 AM,Heats,Heat 1,London RC,London RC,4,2,2,Finished,7:22.059
"Williams, R.",IM2.4-,6/15/2013,8:40 AM,Heats,Heat 1,London RC,London RC,4,3,3,Finished,7:22.059
"Hobson, G.",IM2.4-,6/15/2013,8:40 AM,Heats,Heat 1,London RC,London RC,4,4,Stroke,Finished,7:22.059
"Jacobs, P.",IM2.4-,6/15/2013,8:40 AM,Heats,Heat 1,Upper Thames RC,Upper Thames RC,5,1,Bow,Finished,7:23.840
"Brown, D.",IM2.4-,6/15/2013,8:40 AM,Heats,Heat 1,Upper Thames RC,Upper Thames RC,5,2,2,Finished,7:23.840
"Whiffin, D.",IM2.4-,6/15/2013,8:40 AM,Heats,Heat 1,Upper Thames RC,Upper Thames RC,5,3,3,Finished,7:23.840
"Barbour, S.",IM2.4-,6/15/2013,8:40 AM,Heats,Heat 1,Upper Thames RC,Upper Thames RC,5,4,Stroke,Finished,7:23.840
"Field, J.",IM2.4-,6/15/2013,8:45 AM,Heats,Heat 2,Ardingly,Ardingly,1,1,Bow,Finished,6:54.254
"Dombrowe, A.",IM2.4-,6/15/2013,8:45 AM,Heats,Heat 2,Ardingly,Ardingly,1,2,2,Finished,6:54.254
"Frost, P.",IM2.4-,6/15/2013,8:45 AM,Heats,Heat 2,Ardingly,Ardingly,1,3,3,Finished,6:54.254
"Law, D.",IM2.4-,6/15/2013,8:45 AM,Heats,Heat 2,Ardingly,Ardingly,1,4,Stroke,Finished,6:54.254
"Spalding, B.",IM2.4-,6/15/2013,8:45 AM,Heats,Heat 2,Upper Thames RC,Upper Thames RC,2,1,Bow,Finished,6:55.443
"Lewis, C.",IM2.4-,6/15/2013,8:45 AM,Heats,Heat 2,Upper Thames RC,Upper Thames RC,2,2,2,Finished,6:55.443
"Walsh, C.",IM2.4-,6/15/2013,8:45 AM,Heats,Heat 2,Upper Thames RC,Upper Thames RC,2,3,3,Finished,6:55.443
"Peirson-Smith, T.",IM2.4-,6/15/2013,8:45 AM,Heats,Heat 2,Upper Thames RC,Upper Thames RC,2,4,Stroke,Finished,6:55.443
"Hurley, I.",IM2.4-,6/15/2013,8:45 AM,Heats,Heat 2,Dublin University BC,Dublin University BC,3,1,Bow,Finished,6:59.732
"Traynor, B.",IM2.4-,6/15/2013,8:45 AM,Heats,Heat 2,Dublin University BC,Dublin University BC,3,2,2,Finished,6:59.732
"Dunne, K.",IM2.4-,6/15/2013,8:45 AM,Heats,Heat 2,Dublin University BC,Dublin University BC,3,3,3,Finished,6:59.732
"Morgan, B.",IM2.4-,6/15/2013,8:45 AM,Heats,Heat 2,Dublin University BC,Dublin University BC,3,4,Stroke,Finished,6:59.732
"Hickling, D.",IM2.4-,6/15/2013,8:45 AM,Heats,Heat 2,Thames RC,Thames RC,4,1,Bow,Finished,7:00.592
"Redmond, S.",IM2.4-,6/15/2013,8:45 AM,Heats,Heat 2,Thames RC,Thames RC,4,2,2,Finished,7:00.592
"Llanos Sanchez, M.",IM2.4-,6/15/2013,8:45 AM,Heats,Heat 2,Thames RC,Thames RC,4,3,3,Finished,7:00.592
"Webb, A.",IM2.4-,6/15/2013,8:45 AM,Heats,Heat 2,Thames RC,Thames RC,4,4,Stroke,Finished,7:00.592
"Garner, J.",IM2.4-,6/15/2013,8:45 AM,Heats,Heat 2,Gloucester RC,Gloucester RC,5,1,Bow,Finished,7:16.807
"Felgate, W.",IM2.4-,6/15/2013,8:45 AM,Heats,Heat 2,Gloucester RC,Gloucester RC,5,2,2,Finished,7:16.807
"Scott, G.",IM2.4-,6/15/2013,8:45 AM,Heats,Heat 2,Gloucester RC,Gloucester RC,5,3,3,Finished,7:16.807
"Thornton, R.",IM2.4-,6/15/2013,8:45 AM,Heats,Heat 2,Gloucester RC,Gloucester RC,5,4,Stroke,Finished,7:16.807
"Fisher, E.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Nottingham RC,Nottingham RC,1,1,Bow,Finished,6:22.081
"Sykes, S.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Nottingham RC,Nottingham RC,1,2,2,Finished,6:22.081
"Evangelidis, A.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Nottingham RC,Nottingham RC,1,3,3,Finished,6:22.081
"Turner, C.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Nottingham RC,Nottingham RC,1,4,Stroke,Finished,6:22.081
"Bond, H.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Vesta RC,Vesta RC,2,1,Bow,Finished,6:23.643
"Woodfine, S.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Vesta RC,Vesta RC,2,2,2,Finished,6:23.643
"Lear, R.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Vesta RC,Vesta RC,2,3,3,Finished,6:23.643
"Whittle, S.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Vesta RC,Vesta RC,2,4,Stroke,Finished,6:23.643
"Butler, S.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Star Club,Star Club,3,1,Bow,Finished,6:25.692
"Bland, J.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Star Club,Star Club,3,2,2,Finished,6:25.692
"Beasley, C.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Star Club,Star Club,3,3,3,Finished,6:25.692
"Mulkerrins, L.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Star Club,Star Club,3,4,Stroke,Finished,6:25.692
"Ford, J.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Agecroft,Agecroft,4,1,Bow,Finished,6:41.768
"Charles, S.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Agecroft,Agecroft,4,2,2,Finished,6:41.768
"Robinson, W.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Agecroft,Agecroft,4,3,3,Finished,6:41.768
"Fairweather, C.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Agecroft,Agecroft,4,4,Stroke,Finished,6:41.768
"Hutchinson, T.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Tyne RC,Tyne RC,5,1,Bow,Finished,6:48.674
"Khan, S.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Tyne RC,Tyne RC,5,2,2,Finished,6:48.674
"Hardy, A.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Tyne RC,Tyne RC,5,3,3,Finished,6:48.674
"Saul, A.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Tyne RC,Tyne RC,5,4,Stroke,Finished,6:48.674
"Wellham, J.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Worcester RC,Worcester RC,6,1,Bow,Finished,6:54.502
"Natynczuk, R.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Worcester RC,Worcester RC,6,2,2,Finished,6:54.502
"Stanley, P.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Worcester RC,Worcester RC,6,3,3,Finished,6:54.502
"Vouilloz, T.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Worcester RC,Worcester RC,6,4,Stroke,Finished,6:54.502
"De Groot, B.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Cygnet RC,Cygnet RC,7,1,Bow,Finished,6:59.768
"Bates, N.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Cygnet RC,Cygnet RC,7,2,2,Finished,6:59.768
"French, D.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Cygnet RC,Cygnet RC,7,3,3,Finished,6:59.768
"Hunter, G.",SEN.4-,6/15/2013,8:50 AM,Heats,Heat 1,Cygnet RC,Cygnet RC,7,4,Stroke,Finished,6:59.768
"Carroll, E.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Auriol Kensington,Auriol Kensington,0,0,Coxswain,Finished,
"Vemprala, S.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Auriol Kensington,Auriol Kensington,0,1,Bow,Finished,
"Egerton-Peters, J.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Auriol Kensington,Auriol Kensington,0,2,2,Finished,
"Payne, N.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Auriol Kensington,Auriol Kensington,0,3,3,Finished,
"Weil, H.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Auriol Kensington,Auriol Kensington,0,4,4,Finished,
"Lynch, A.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Auriol Kensington,Auriol Kensington,0,5,5,Finished,
"Jewell, J.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Auriol Kensington,Auriol Kensington,0,6,6,Finished,
"Tota, S.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Auriol Kensington,Auriol Kensington,0,7,7,Finished,
"Lonsdale, C.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Auriol Kensington,Auriol Kensington,0,8,Stroke,Finished,
"Goedhart, T.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,A S R Nereus,A S R Nereus,1,0,Coxswain,Finished,9:08:06.695
"De Vries, H.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,A S R Nereus,A S R Nereus,1,1,Bow,Finished,9:08:06.695
"Lensing, R.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,A S R Nereus,A S R Nereus,1,2,2,Finished,9:08:06.695
"Buijs, W.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,A S R Nereus,A S R Nereus,1,3,3,Finished,9:08:06.695
"Van Duinen, T.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,A S R Nereus,A S R Nereus,1,4,4,Finished,9:08:06.695
"De Wit, J.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,A S R Nereus,A S R Nereus,1,5,5,Finished,9:08:06.695
"De Wilde, M.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,A S R Nereus,A S R Nereus,1,6,6,Finished,9:08:06.695
"Weterings, L.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,A S R Nereus,A S R Nereus,1,7,7,Finished,9:08:06.695
"De Goeij, S.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,A S R Nereus,A S R Nereus,1,8,Stroke,Finished,9:08:06.695
"Jackson, J.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Upper Thames RC,Upper Thames RC,1,1,Bow,Finished,6:30.904
"Pye-Watson, P.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Upper Thames RC,Upper Thames RC,1,2,2,Finished,6:30.904
"Mottram, T.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Upper Thames RC,Upper Thames RC,1,3,3,Finished,6:30.904
"McAllister, R.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Upper Thames RC,Upper Thames RC,1,4,Stroke,Finished,6:30.904
"Ley, M.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Derby RC,Derby RC,2,1,Bow,Finished,6:33.170
"Yates, R.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Derby RC,Derby RC,2,2,2,Finished,6:33.170
"McKirdy, G.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Derby RC,Derby RC,2,3,3,Finished,6:33.170
"Champion, P.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Derby RC,Derby RC,2,4,Stroke,Finished,6:33.170
"Malik, M.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Twickenham RC,Twickenham RC,2,0,Coxswain,Finished,9:08:16.992
"Fearon, D.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Twickenham RC,Twickenham RC,2,1,Bow,Finished,9:08:16.992
"Traynor, J.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Twickenham RC,Twickenham RC,2,2,2,Finished,9:08:16.992
"Meredith, J.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Twickenham RC,Twickenham RC,2,3,3,Finished,9:08:16.992
"Parker, S.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Twickenham RC,Twickenham RC,2,4,4,Finished,9:08:16.992
"Kiernan, D.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Twickenham RC,Twickenham RC,2,5,5,Finished,9:08:16.992
"Wooller, J.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Twickenham RC,Twickenham RC,2,6,6,Finished,9:08:16.992
"Pedersen, C.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Twickenham RC,Twickenham RC,2,7,7,Finished,9:08:16.992
"Boston, R.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Twickenham RC,Twickenham RC,2,8,Stroke,Finished,9:08:16.992
"Hernandez, E.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Lea RC,Lea RC,3,1,Bow,Finished,6:34.389
"Lewis, T.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Lea RC,Lea RC,3,2,2,Finished,6:34.389
"Brewer, A.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Lea RC,Lea RC,3,3,3,Finished,6:34.389
"Coleman-Pecha, J.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Lea RC,Lea RC,3,4,Stroke,Finished,6:34.389
"Satti, R.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,"Manchester, The Univ BC","Manchester, The Univ BC",3,0,Coxswain,Finished,9:08:17.570
"Patchitt, S.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,"Manchester, The Univ BC","Manchester, The Univ BC",3,1,Bow,Finished,9:08:17.570
"Lock, A.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,"Manchester, The Univ BC","Manchester, The Univ BC",3,2,2,Finished,9:08:17.570
"Anderson, T.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,"Manchester, The Univ BC","Manchester, The Univ BC",3,3,3,Finished,9:08:17.570
"Whalley, O.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,"Manchester, The Univ BC","Manchester, The Univ BC",3,4,4,Finished,9:08:17.570
"Semple, T.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,"Manchester, The Univ BC","Manchester, The Univ BC",3,5,5,Finished,9:08:17.570
"Robert, T.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,"Manchester, The Univ BC","Manchester, The Univ BC",3,6,6,Finished,9:08:17.570
"Manley, O.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,"Manchester, The Univ BC","Manchester, The Univ BC",3,7,7,Finished,9:08:17.570
"Simpson, A.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,"Manchester, The Univ BC","Manchester, The Univ BC",3,8,Stroke,Finished,9:08:17.570
"Lawrence, S.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Lea RC,Lea RC,4,0,Coxswain,Finished,9:08:19.195
"Noriel, J.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Lea RC,Lea RC,4,1,Bow,Finished,9:08:19.195
"Fowles, A.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Lea RC,Lea RC,4,2,2,Finished,9:08:19.195
"Porter, R.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Lea RC,Lea RC,4,3,3,Finished,9:08:19.195
"Velasco, M.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Lea RC,Lea RC,4,4,4,Finished,9:08:19.195
"Porter, D.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Lea RC,Lea RC,4,5,5,Finished,9:08:19.195
"Brown, T.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Lea RC,Lea RC,4,6,6,Finished,9:08:19.195
"Morrow, J.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Lea RC,Lea RC,4,7,7,Finished,9:08:19.195
"Williams, D.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Lea RC,Lea RC,4,8,Stroke,Finished,9:08:19.195
"Wallis Caddell, T.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Maidenhead RC,Maidenhead RC,4,1,Bow,Finished,6:35.375
"Edmundson, M.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Maidenhead RC,Maidenhead RC,4,2,2,Finished,6:35.375
"Trevena, M.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Maidenhead RC,Maidenhead RC,4,3,3,Finished,6:35.375
"Hanson, J.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Maidenhead RC,Maidenhead RC,4,4,Stroke,Finished,6:35.375
"Mitchell, M.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Bexhill RC,Bexhill RC,5,1,Bow,Finished,6:42.826
"Holdaway, D.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Bexhill RC,Bexhill RC,5,2,2,Finished,6:42.826
"Hellier, M.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Bexhill RC,Bexhill RC,5,3,3,Finished,6:42.826
"Cahill, K.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Bexhill RC,Bexhill RC,5,4,Stroke,Finished,6:42.826
"Hodson, L.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Oxford Academicals,Oxford Academicals,5,0,Coxswain,Finished,9:08:22.883
"Oster, J.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Oxford Academicals,Oxford Academicals,5,1,Bow,Finished,9:08:22.883
"Bullard, A.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Oxford Academicals,Oxford Academicals,5,2,2,Finished,9:08:22.883
"Tapmeier, T.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Oxford Academicals,Oxford Academicals,5,3,3,Finished,9:08:22.883
"Johnson, R.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Oxford Academicals,Oxford Academicals,5,4,4,Finished,9:08:22.883
"Siebert, A.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Oxford Academicals,Oxford Academicals,5,5,5,Finished,9:08:22.883
"Exley, R.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Oxford Academicals,Oxford Academicals,5,6,6,Finished,9:08:22.883
"Brawand, D.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Oxford Academicals,Oxford Academicals,5,7,7,Finished,9:08:22.883
"Payne, K.",IM3.8+,6/16/2013,9:00 AM,Heat,Heat 1,Oxford Academicals,Oxford Academicals,5,8,Stroke,Finished,9:08:22.883
"Jackson, S.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Royal Chester,Royal Chester,6,1,Bow,Finished,6:45.326
"Tarrant, H.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Royal Chester,Royal Chester,6,2,2,Finished,6:45.326
"Wynne, L.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Royal Chester,Royal Chester,6,3,3,Finished,6:45.326
"Jones, I.",SEN.4-,6/15/2013,9:00 AM,Heats,Heat 2,Royal Chester,Royal Chester,6,4,Stroke,Finished,6:45.326
"Hardman, L.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,Auriol Kensington,Auriol Kensington,0,0,Coxswain,Finished,
"Charlton, T.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,Auriol Kensington,Auriol Kensington,0,1,Bow,Finished,
"Gray-Cheape, R.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,Auriol Kensington,Auriol Kensington,0,2,2,Finished,
"Fishlock, J.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,Auriol Kensington,Auriol Kensington,0,3,3,Finished,
"Morton-Humphreys, T.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,Auriol Kensington,Auriol Kensington,0,4,4,Finished,
"Kaczor, J.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,Auriol Kensington,Auriol Kensington,0,5,5,Finished,
"Balfour, A.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,Auriol Kensington,Auriol Kensington,0,6,6,Finished,
"Randall, W.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,Auriol Kensington,Auriol Kensington,0,7,7,Finished,
"Alsing, J.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,Auriol Kensington,Auriol Kensington,0,8,Stroke,Finished,
"Fetter, D.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,A S R Nereus,A S R Nereus,1,0,Coxswain,Finished,9:14:27.023
"Verburg, A.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,A S R Nereus,A S R Nereus,1,1,Bow,Finished,9:14:27.023
"Frederikze, I.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,A S R Nereus,A S R Nereus,1,2,2,Finished,9:14:27.023
"Wullings, B.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,A S R Nereus,A S R Nereus,1,3,3,Finished,9:14:27.023
"Bronk, J.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,A S R Nereus,A S R Nereus,1,4,4,Finished,9:14:27.023
"Engels, T.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,A S R Nereus,A S R Nereus,1,5,5,Finished,9:14:27.023
"De Ruiter, J.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,A S R Nereus,A S R Nereus,1,6,6,Finished,9:14:27.023
"Bouma, J.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,A S R Nereus,A S R Nereus,1,7,7,Finished,9:14:27.023
"Nelissen, T.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,A S R Nereus,A S R Nereus,1,8,Stroke,Finished,9:14:27.023
"Clark, K.",SEN.4-,6/15/2013,9:05 AM,Heats,Heat 3,Tyrian Club,Tyrian Club,1,1,Bow,Finished,6:24.945
"Clarke, R.",SEN.4-,6/15/2013,9:05 AM,Heats,Heat 3,Tyrian Club,Tyrian Club,1,2,2,Finished,6:24.945
"Thompson, W.",SEN.4-,6/15/2013,9:05 AM,Heats,Heat 3,Tyrian Club,Tyrian Club,1,3,3,Finished,6:24.945
"Clarke, C.",SEN.4-,6/15/2013,9:05 AM,Heats,Heat 3,Tyrian Club,Tyrian Club,1,4,Stroke,Finished,6:24.945
"Sheehan, C.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,Dublin University BC,Dublin University BC,2,0,Coxswain,Finished,9:14:37.039
"Addison, S.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,Dublin University BC,Dublin University BC,2,1,Bow,Finished,9:14:37.039
"Corcoran, M.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,Dublin University BC,Dublin University BC,2,2,2,Finished,9:14:37.039
"Mahon, L.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,Dublin University BC,Dublin University BC,2,3,3,Finished,9:14:37.039
"Maguire, F.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,Dublin University BC,Dublin University BC,2,4,4,Finished,9:14:37.039
"Twadell, N.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,Dublin University BC,Dublin University BC,2,5,5,Finished,9:14:37.039
"Moreau, P.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,Dublin University BC,Dublin University BC,2,6,6,Finished,9:14:37.039
"McHenry, B.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,Dublin University BC,Dublin University BC,2,7,7,Finished,9:14:37.039
"Kelly, M.",IM3.8+,6/16/2013,9:05 AM,Heat,Heat 2,Dublin University BC,Dublin University BC,2,8,Stroke,Finished,9:14:37.039
"Hudson, P.",SEN.4-,6/15/2013,9:05 AM,Heats,Heat 3,Sport Imperial BC,Sport Imperial BC,2,1,Bow,Finished,6:26.019
